1, badlands, minecraft:badlands, MONSTER, minecraft:spider, 80, 4, 4
559, ocean, minecraft:frozen_ocean, HYBRID_AQUATIC_JELLY, hybrid-aquatic:lions_mane_jellyfish, 10, 1, 1
560, ocean, minecraft:frozen_ocean, HYBRID_AQUATIC_JELLY, hybrid-aquatic:nomura_jellyfish, 10, 1, 1
561, ocean, minecraft:frozen_ocean, HYBRID_AQUATIC_SHARK, hybrid-aquatic:basking_shark, 10, 1, 1
562, ocean, minecraft:frozen_ocean, HYBRID_AQUATIC_CRITTER, hybrid-aquatic:sea_cucumber, 10, 1, 2
563, ocean, minecraft:frozen_ocean, HYBRID_AQUATIC_CRITTER, hybrid-aquatic:sea_urchin, 10, 0, 2
564, ocean, minecraft:frozen_ocean, HYBRID_AQUATIC_CRITTER, hybrid-aquatic:starfish, 10, 0, 2
565, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:spider, 80, 4, 4
566, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:zombie, 80, 4, 4
567, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:zombie_villager, 10, 1, 1
568, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
569, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:slime, 80, 4, 4
570, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:enderman, 10, 1, 4
571, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:witch, 10, 1, 1
572, extreme_hills, minecraft:frozen_peaks, MONSTER, rottencreatures:undead_miner, 20, 1, 4
573, extreme_hills, minecraft:frozen_peaks, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
574, extreme_hills, minecraft:frozen_peaks, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
575, extreme_hills, minecraft:frozen_peaks, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
576, extreme_hills, minecraft:frozen_peaks, CREATURE, minecraft:goat, 10, 1, 3
577, extreme_hills, minecraft:frozen_peaks, CREATURE, naturalist:bluejay, 10, 1, 4
578, extreme_hills, minecraft:frozen_peaks, CREATURE, naturalist:canary, 10, 1, 4
579, extreme_hills, minecraft:frozen_peaks, CREATURE, naturalist:robin, 10, 1, 4
580, extreme_hills, minecraft:frozen_peaks, CREATURE, naturalist:snail, 10, 1, 3
581, extreme_hills, minecraft:frozen_peaks, AMBIENT, minecraft:bat, 10, 8, 8
582, extreme_hills, minecraft:frozen_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
583, river, minecraft:frozen_river, MONSTER, minecraft:spider, 80, 4, 4
584, river, minecraft:frozen_river, MONSTER, minecraft:zombie, 80, 4, 4
585, river, minecraft:frozen_river, MONSTER, minecraft:zombie_villager, 10, 1, 1
586, river, minecraft:frozen_river, MONSTER, minecraft:skeleton, 80, 4, 4
587, river, minecraft:frozen_river, MONSTER, minecraft:slime, 80, 4, 4
588, river, minecraft:frozen_river, MONSTER, minecraft:enderman, 10, 1, 4
589, river, minecraft:frozen_river, MONSTER, minecraft:witch, 10, 1, 1
590, river, minecraft:frozen_river, MONSTER, minecraft:drowned, 10, 1, 1
591, river, minecraft:frozen_river, MONSTER, rottencreatures:undead_miner, 20, 1, 4
592, river, minecraft:frozen_river, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
593, river, minecraft:frozen_river, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
594, river, minecraft:frozen_river, CREATURE, naturalist:coral_snake, 10, 1, 1
595, river, minecraft:frozen_river, CREATURE, naturalist:duck, 15, 1, 3
596, river, minecraft:frozen_river, CREATURE, ecologics:penguin, 10, 4, 5
597, river, minecraft:frozen_river, CREATURE, naturalist:snail, 10, 1, 3
598, river, minecraft:frozen_river, AMBIENT, minecraft:bat, 10, 8, 8
599, river, minecraft:frozen_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
600, river, minecraft:frozen_river, WATER_CREATURE, minecraft:squid, 10, 1, 4
601, river, minecraft:frozen_river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
602, river, minecraft:frozen_river, WATER_AMBIENT, naturalist:bass, 10, 4, 4
603, forest, minecraft:grove, MONSTER, minecraft:spider, 80, 4, 4
604, forest, minecraft:grove, MONSTER, minecraft:zombie, 80, 4, 4
605, forest, minecraft:grove, MONSTER, minecraft:zombie_villager, 10, 1, 1
606, forest, minecraft:grove, MONSTER, minecraft:skeleton, 80, 4, 4
607, forest, minecraft:grove, MONSTER, minecraft:slime, 80, 4, 4
608, forest, minecraft:grove, MONSTER, minecraft:enderman, 10, 1, 4
609, forest, minecraft:grove, MONSTER, minecraft:witch, 10, 1, 1
610, forest, minecraft:grove, MONSTER, rottencreatures:undead_miner, 20, 1, 4
611, forest, minecraft:grove, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
612, forest, minecraft:grove, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
613, forest, minecraft:grove, CREATURE, minecraft:sheep, 12, 4, 4
614, forest, minecraft:grove, CREATURE, minecraft:pig, 10, 4, 4
615, forest, minecraft:grove, CREATURE, minecraft:chicken, 10, 4, 4
616, forest, minecraft:grove, CREATURE, minecraft:cow, 10, 4, 4
617, forest, minecraft:grove, CREATURE, minecraft:wolf, 10, 4, 4
618, forest, minecraft:grove, CREATURE, minecraft:rabbit, 10, 2, 3
619, forest, minecraft:grove, CREATURE, minecraft:fox, 10, 2, 4
620, forest, minecraft:grove, CREATURE, naturalist:bear, 10, 1, 2
621, forest, minecraft:grove, CREATURE, naturalist:boar, 15, 4, 4
622, forest, minecraft:grove, CREATURE, naturalist:cardinal, 10, 1, 4
623, forest, minecraft:grove, CREATURE, naturalist:deer, 10, 1, 3
624, forest, minecraft:grove, CREATURE, naturalist:finch, 10, 1, 4
625, forest, minecraft:grove, CREATURE, minecraft:fox, 10, 2, 4
626, forest, minecraft:grove, CREATURE, naturalist:lizard, 15, 1, 2
627, forest, minecraft:grove, CREATURE, minecraft:rabbit, 10, 2, 3
628, forest, minecraft:grove, CREATURE, naturalist:robin, 10, 1, 4
629, forest, minecraft:grove, CREATURE, naturalist:snail, 10, 1, 3
630, forest, minecraft:grove, CREATURE, naturalist:snake, 10, 1, 1
631, forest, minecraft:grove, AMBIENT, minecraft:bat, 10, 8, 8
632, forest, minecraft:grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
633, private, minecraft:ice_spikes, MONSTER, minecraft:spider, 80, 4, 4
634, private, minecraft:ice_spikes, MONSTER, minecraft:zombie, 80, 4, 4
635, private, minecraft:ice_spikes, MONSTER, minecraft:zombie_villager, 10, 1, 1
636, private, minecraft:ice_spikes, MONSTER, minecraft:skeleton, 20, 4, 4
637, private, minecraft:ice_spikes, MONSTER, minecraft:slime, 80, 4, 4
638, private, minecraft:ice_spikes, MONSTER, minecraft:witch, 10, 1, 1
639, private, minecraft:ice_spikes, MONSTER, minecraft:stray, 80, 4, 4
640, private, minecraft:ice_spikes, MONSTER, rottencreatures:frostbitten, 80, 4, 4
641, private, minecraft:ice_spikes, MONSTER, rottencreatures:glacial_hunter, 20, 1, 3
642, private, minecraft:ice_spikes, MONSTER, rottencreatures:undead_miner, 20, 1, 4
643, private, minecraft:ice_spikes, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
644, private, minecraft:ice_spikes, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 2
645, private, minecraft:ice_spikes, MONSTER, endermanoverhaul:ice_spikes_enderman, 10, 1, 4
646, private, minecraft:ice_spikes, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
647, private, minecraft:ice_spikes, CREATURE, minecraft:rabbit, 10, 2, 3
648, private, minecraft:ice_spikes, CREATURE, minecraft:polar_bear, 10, 1, 2
649, private, minecraft:ice_spikes, CREATURE, naturalist:bluejay, 10, 1, 4
650, private, minecraft:ice_spikes, AMBIENT, minecraft:bat, 10, 8, 8
651, private, minecraft:ice_spikes, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
652, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:spider, 80, 4, 4
653, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:zombie, 80, 4, 4
654, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:zombie_villager, 10, 1, 1
655, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
656, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:slime, 80, 4, 4
657, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:enderman, 10, 1, 4
658, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:witch, 10, 1, 1
659, extreme_hills, minecraft:jagged_peaks, MONSTER, rottencreatures:undead_miner, 20, 1, 4
660, extreme_hills, minecraft:jagged_peaks, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
661, extreme_hills, minecraft:jagged_peaks, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
662, extreme_hills, minecraft:jagged_peaks, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
663, extreme_hills, minecraft:jagged_peaks, CREATURE, minecraft:goat, 10, 1, 3
664, extreme_hills, minecraft:jagged_peaks, CREATURE, naturalist:canary, 10, 1, 4
665, extreme_hills, minecraft:jagged_peaks, CREATURE, naturalist:robin, 10, 1, 4
666, extreme_hills, minecraft:jagged_peaks, CREATURE, naturalist:snail, 10, 1, 3
667, extreme_hills, minecraft:jagged_peaks, AMBIENT, minecraft:bat, 10, 8, 8
668, extreme_hills, minecraft:jagged_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
669, jungle, minecraft:jungle, MONSTER, minecraft:spider, 80, 4, 4
670, jungle, minecraft:jungle, MONSTER, minecraft:zombie, 80, 4, 4
671, jungle, minecraft:jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
672, jungle, minecraft:jungle, MONSTER, minecraft:skeleton, 80, 4, 4
673, jungle, minecraft:jungle, MONSTER, minecraft:slime, 80, 4, 4
674, jungle, minecraft:jungle, MONSTER, minecraft:enderman, 10, 1, 4
675, jungle, minecraft:jungle, MONSTER, minecraft:witch, 10, 1, 1
676, jungle, minecraft:jungle, MONSTER, minecraft:ocelot, 10, 1, 3
677, jungle, minecraft:jungle, MONSTER, creeperoverhaul:bamboo_creeper, 75, 2, 2
678, jungle, minecraft:jungle, MONSTER, rottencreatures:undead_miner, 20, 1, 4
679, jungle, minecraft:jungle, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
680, jungle, minecraft:jungle, MONSTER, creeperoverhaul:jungle_creeper, 75, 2, 2
681, jungle, minecraft:jungle, CREATURE, minecraft:sheep, 12, 4, 4
682, jungle, minecraft:jungle, CREATURE, minecraft:pig, 10, 4, 4
683, jungle, minecraft:jungle, CREATURE, minecraft:chicken, 10, 4, 4
684, jungle, minecraft:jungle, CREATURE, minecraft:cow, 10, 4, 4
685, jungle, minecraft:jungle, CREATURE, minecraft:chicken, 10, 4, 4
686, jungle, minecraft:jungle, CREATURE, minecraft:parrot, 40, 1, 2
687, jungle, minecraft:jungle, CREATURE, minecraft:panda, 10, 1, 2
688, jungle, minecraft:jungle, CREATURE, naturalist:coral_snake, 10, 1, 1
689, jungle, minecraft:jungle, CREATURE, naturalist:hippo, 15, 3, 4
690, jungle, minecraft:jungle, CREATURE, naturalist:lizard, 15, 1, 2
691, jungle, minecraft:jungle, CREATURE, naturalist:tortoise, 10, 1, 3
692, jungle, minecraft:jungle, AMBIENT, minecraft:bat, 10, 8, 8
693, jungle, minecraft:jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
694, jungle, minecraft:jungle, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:african_butterflyfish, 10, 1, 1
695, jungle, minecraft:jungle, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:danio, 10, 2, 3
696, jungle, minecraft:jungle, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:discus, 10, 1, 1
697, jungle, minecraft:jungle, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:golden_dorado, 10, 1, 1
698, jungle, minecraft:jungle, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:gourami, 10, 1, 1
699, jungle, minecraft:jungle, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:oscar, 10, 1, 1
700, jungle, minecraft:jungle, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:piranha, 10, 4, 8
701, jungle, minecraft:jungle, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:pleco, 10, 1, 2
702, jungle, minecraft:jungle, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:tetra, 10, 2, 3
703, jungle, minecraft:jungle, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:tiger_barb, 10, 2, 3
704, jungle, minecraft:jungle, HYBRID_AQUATIC_CRUSTACEAN, hybrid-aquatic:vampire_crab, 10, 1, 2
705, nether, minecraft:lava_sea, MONSTER, minecraft:zombified_piglin, 10, 1, 4
706, nether, minecraft:lava_sea, MONSTER, minecraft:ghast, 7, 4, 4
707, nether, minecraft:lava_sea, CREATURE, minecraft:strider, 60, 1, 2
708, private, galosphere:lichen_caves, MONSTER, minecraft:spider, 80, 4, 4
709, private, galosphere:lichen_caves, MONSTER, minecraft:zombie, 80, 4, 4
710, private, galosphere:lichen_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
711, private, galosphere:lichen_caves, MONSTER, minecraft:skeleton, 80, 4, 4
712, private, galosphere:lichen_caves, MONSTER, minecraft:creeper, 80, 4, 4
713, private, galosphere:lichen_caves, MONSTER, minecraft:slime, 80, 4, 4
714, private, galosphere:lichen_caves, MONSTER, minecraft:enderman, 10, 1, 4
715, private, galosphere:lichen_caves, MONSTER, minecraft:witch, 10, 1, 1
716, private, galosphere:lichen_caves, AMBIENT, galosphere:spectre, 20, 8, 8
717, private, galosphere:lichen_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
718, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:spider, 80, 4, 4
719, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
720, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
721, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
722, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:slime, 80, 4, 4
723, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:enderman, 10, 1, 4
724, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:witch, 10, 1, 1
725, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
726, ocean, minecraft:lukewarm_ocean, MONSTER, rottencreatures:undead_miner, 20, 1, 4
727, ocean, minecraft:lukewarm_ocean, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
728, ocean, minecraft:lukewarm_ocean, MONSTER, creeperoverhaul:ocean_creeper, 10, 1, 1
729, ocean, minecraft:lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
730, ocean, minecraft:lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 1, 1
731, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 1
732, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
733, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
734, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 10, 1, 3
735, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
736, ocean, minecraft:lukewarm_ocean, HYBRID_AQUATIC_FISH, hybrid-aquatic:barracuda, 10, 1, 1
737, ocean, minecraft:lukewarm_ocean, HYBRID_AQUATIC_FISH, hybrid-aquatic:damselfish, 10, 4, 12
738, ocean, minecraft:lukewarm_ocean, HYBRID_AQUATIC_FISH, hybrid-aquatic:flashlight_fish, 10, 4, 12
739, ocean, minecraft:lukewarm_ocean, HYBRID_AQUATIC_FISH, hybrid-aquatic:flying_fish, 10, 4, 12
740, ocean, minecraft:lukewarm_ocean, HYBRID_AQUATIC_FISH, hybrid-aquatic:needlefish, 10, 1, 4
741, ocean, minecraft:lukewarm_ocean, HYBRID_AQUATIC_FISH, hybrid-aquatic:rockfish, 10, 1, 4
742, ocean, minecraft:lukewarm_ocean, HYBRID_AQUATIC_FISH, hybrid-aquatic:sea_bass, 10, 1, 3
743, ocean, minecraft:lukewarm_ocean, HYBRID_AQUATIC_FISH, hybrid-aquatic:squirrelfish, 10, 4, 12
744, ocean, minecraft:lukewarm_ocean, HYBRID_AQUATIC_FISH, hybrid-aquatic:stingray, 10, 1, 2
745, ocean, minecraft:lukewarm_ocean, HYBRID_AQUATIC_CEPHALOPOD, hybrid-aquatic:firefly_squid, 10, 1, 2
746, ocean, minecraft:lukewarm_ocean, HYBRID_AQUATIC_CEPHALOPOD, hybrid-aquatic:nautilus, 10, 1, 1
747, ocean, minecraft:lukewarm_ocean, HYBRID_AQUATIC_CEPHALOPOD, hybrid-aquatic:octopus, 10, 1, 1
748, ocean, minecraft:lukewarm_ocean, HYBRID_AQUATIC_CEPHALOPOD, hybrid-aquatic:umbrella_octopus, 10, 1, 1
749, ocean, minecraft:lukewarm_ocean, HYBRID_AQUATIC_CEPHALOPOD, hybrid-aquatic:vampire_squid, 10, 1, 1
750, ocean, minecraft:lukewarm_ocean, HYBRID_AQUATIC_CEPHALOPOD, hybrid-aquatic:vampire_squid, 10, 1, 1
751, ocean, minecraft:lukewarm_ocean, HYBRID_AQUATIC_JELLY, hybrid-aquatic:barrel_jellyfish, 10, 1, 2
752, ocean, minecraft:lukewarm_ocean, HYBRID_AQUATIC_JELLY, hybrid-aquatic:box_jellyfish, 10, 1, 1
753, ocean, minecraft:lukewarm_ocean, HYBRID_AQUATIC_JELLY, hybrid-aquatic:cepheidae_jellyfish, 10, 1, 2
754, ocean, minecraft:lukewarm_ocean, HYBRID_AQUATIC_JELLY, hybrid-aquatic:moon_jellyfish, 10, 2, 5
755, ocean, minecraft:lukewarm_ocean, HYBRID_AQUATIC_JELLY, hybrid-aquatic:sea_nettle, 10, 1, 4
756, ocean, minecraft:lukewarm_ocean, HYBRID_AQUATIC_SHARK, hybrid-aquatic:hammerhead_shark, 10, 1, 2
757, ocean, minecraft:lukewarm_ocean, HYBRID_AQUATIC_SHARK, hybrid-aquatic:hound_shark, 10, 1, 2
758, ocean, minecraft:lukewarm_ocean, HYBRID_AQUATIC_SHARK, hybrid-aquatic:tiger_shark, 10, 1, 1
759, ocean, minecraft:lukewarm_ocean, HYBRID_AQUATIC_CRUSTACEAN, hybrid-aquatic:flower_crab, 10, 1, 2
760, ocean, minecraft:lukewarm_ocean, HYBRID_AQUATIC_CRUSTACEAN, hybrid-aquatic:hermit_crab, 10, 1, 2
761, ocean, minecraft:lukewarm_ocean, HYBRID_AQUATIC_CRUSTACEAN, hybrid-aquatic:horseshoe_crab, 10, 1, 2
762, ocean, minecraft:lukewarm_ocean, HYBRID_AQUATIC_CRUSTACEAN, hybrid-aquatic:lobster, 10, 1, 2
763, ocean, minecraft:lukewarm_ocean, HYBRID_AQUATIC_CRITTER, hybrid-aquatic:sea_cucumber, 10, 1, 2
764, ocean, minecraft:lukewarm_ocean, HYBRID_AQUATIC_CRITTER, hybrid-aquatic:sea_slug, 10, 0, 2
765, ocean, minecraft:lukewarm_ocean, HYBRID_AQUATIC_CRITTER, hybrid-aquatic:sea_urchin, 10, 0, 2
766, ocean, minecraft:lukewarm_ocean, HYBRID_AQUATIC_CRITTER, hybrid-aquatic:starfish, 10, 0, 2
767, private, minecraft:lush_caves, MONSTER, minecraft:spider, 80, 4, 4
768, private, minecraft:lush_caves, MONSTER, minecraft:zombie, 80, 4, 4
769, private, minecraft:lush_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
770, private, minecraft:lush_caves, MONSTER, minecraft:skeleton, 80, 4, 4
771, private, minecraft:lush_caves, MONSTER, minecraft:slime, 80, 4, 4
772, private, minecraft:lush_caves, MONSTER, minecraft:witch, 10, 1, 1
773, private, minecraft:lush_caves, MONSTER, rottencreatures:undead_miner, 20, 1, 4
774, private, minecraft:lush_caves, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
775, private, minecraft:lush_caves, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 2
776, private, minecraft:lush_caves, MONSTER, creeperoverhaul:dripstone_creeper, 75, 2, 2
777, private, minecraft:lush_caves, CREATURE, naturalist:snail, 10, 1, 3
778, private, minecraft:lush_caves, AMBIENT, minecraft:bat, 10, 8, 8
779, private, minecraft:lush_caves, AXOLOTLS, minecraft:axolotl, 10, 4, 6
780, private, minecraft:lush_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
781, private, minecraft:lush_caves, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
782, private, minecraft:lush_caves, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:tetra, 10, 2, 3
783, private, minecraft:mangrove_swamp, MONSTER, minecraft:spider, 80, 4, 4
784, private, minecraft:mangrove_swamp, MONSTER, minecraft:zombie, 80, 4, 4
785, private, minecraft:mangrove_swamp, MONSTER, minecraft:zombie_villager, 10, 1, 1
786, private, minecraft:mangrove_swamp, MONSTER, minecraft:skeleton, 80, 4, 4
787, private, minecraft:mangrove_swamp, MONSTER, minecraft:creeper, 80, 4, 4
788, private, minecraft:mangrove_swamp, MONSTER, minecraft:slime, 80, 4, 4
789, private, minecraft:mangrove_swamp, MONSTER, minecraft:witch, 10, 1, 1
790, private, minecraft:mangrove_swamp, MONSTER, minecraft:slime, 10, 1, 1
791, private, minecraft:mangrove_swamp, MONSTER, rottencreatures:undead_miner, 20, 1, 4
792, private, minecraft:mangrove_swamp, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 2
793, private, minecraft:mangrove_swamp, MONSTER, endermanoverhaul:swamp_enderman, 10, 1, 4
794, private, minecraft:mangrove_swamp, CREATURE, minecraft:frog, 20, 2, 5
795, private, minecraft:mangrove_swamp, CREATURE, naturalist:alligator, 20, 1, 2
796, private, minecraft:mangrove_swamp, CREATURE, naturalist:cardinal, 10, 1, 4
797, private, minecraft:mangrove_swamp, CREATURE, naturalist:duck, 15, 1, 3
798, private, minecraft:mangrove_swamp, CREATURE, naturalist:lizard, 15, 1, 2
799, private, minecraft:mangrove_swamp, CREATURE, naturalist:snail, 10, 1, 3
800, private, minecraft:mangrove_swamp, CREATURE, naturalist:snake, 10, 1, 1
801, private, minecraft:mangrove_swamp, CREATURE, naturalist:tortoise, 10, 1, 3
802, private, minecraft:mangrove_swamp, AMBIENT, minecraft:bat, 10, 8, 8
803, private, minecraft:mangrove_swamp, AMBIENT, naturalist:dragonfly, 10, 2, 3
804, private, minecraft:mangrove_swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
805, private, minecraft:mangrove_swamp, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
806, private, minecraft:mangrove_swamp, WATER_AMBIENT, naturalist:bass, 10, 4, 4
807, private, minecraft:mangrove_swamp, WATER_AMBIENT, naturalist:catfish, 10, 1, 1
808, private, minecraft:mangrove_swamp, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:african_butterflyfish, 10, 1, 1
809, private, minecraft:mangrove_swamp, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:betta, 10, 1, 1
810, private, minecraft:mangrove_swamp, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:danio, 10, 2, 3
811, private, minecraft:mangrove_swamp, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:discus, 10, 1, 1
812, private, minecraft:mangrove_swamp, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:gourami, 10, 1, 1
813, private, minecraft:mangrove_swamp, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:oscar, 10, 1, 1
814, private, minecraft:mangrove_swamp, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:pleco, 10, 1, 2
815, private, minecraft:mangrove_swamp, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:tetra, 10, 2, 3
816, private, minecraft:mangrove_swamp, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:tiger_barb, 10, 2, 3
817, private, minecraft:mangrove_swamp, HYBRID_AQUATIC_JELLY, hybrid-aquatic:box_jellyfish, 10, 1, 1
818, private, minecraft:mangrove_swamp, HYBRID_AQUATIC_CRUSTACEAN, hybrid-aquatic:fiddler_crab, 10, 1, 2
819, private, minecraft:mangrove_swamp, HYBRID_AQUATIC_CRUSTACEAN, hybrid-aquatic:flower_crab, 10, 1, 2
820, extreme_hills, minecraft:meadow, MONSTER, minecraft:spider, 80, 4, 4
821, extreme_hills, minecraft:meadow, MONSTER, minecraft:zombie, 80, 4, 4
822, extreme_hills, minecraft:meadow, MONSTER, minecraft:zombie_villager, 10, 1, 1
823, extreme_hills, minecraft:meadow, MONSTER, minecraft:skeleton, 80, 4, 4
824, extreme_hills, minecraft:meadow, MONSTER, minecraft:slime, 80, 4, 4
825, extreme_hills, minecraft:meadow, MONSTER, minecraft:witch, 10, 1, 1
826, extreme_hills, minecraft:meadow, MONSTER, rottencreatures:undead_miner, 20, 1, 4
827, extreme_hills, minecraft:meadow, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
828, extreme_hills, minecraft:meadow, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 2
829, extreme_hills, minecraft:meadow, MONSTER, endermanoverhaul:flower_fields_enderman, 10, 1, 2
830, extreme_hills, minecraft:meadow, MONSTER, creeperoverhaul:hills_creeper, 75, 2, 2
831, extreme_hills, minecraft:meadow, CREATURE, minecraft:donkey, 10, 1, 2
832, extreme_hills, minecraft:meadow, CREATURE, minecraft:rabbit, 10, 2, 6
833, extreme_hills, minecraft:meadow, CREATURE, minecraft:sheep, 10, 2, 4
834, extreme_hills, minecraft:meadow, CREATURE, naturalist:canary, 10, 1, 4
835, extreme_hills, minecraft:meadow, CREATURE, naturalist:robin, 10, 1, 4
836, extreme_hills, minecraft:meadow, CREATURE, naturalist:snail, 10, 1, 3
837, extreme_hills, minecraft:meadow, AMBIENT, minecraft:bat, 10, 8, 8
838, extreme_hills, minecraft:meadow, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
839, private, minecraft:mushroom_fields, CREATURE, minecraft:mooshroom, 10, 4, 8
840, private, minecraft:mushroom_fields, CREATURE, creeperoverhaul:mushroom_creeper, 10, 1, 2
841, private, minecraft:mushroom_fields, CREATURE, naturalist:snail, 10, 1, 3
842, private, minecraft:mushroom_fields, AMBIENT, minecraft:bat, 10, 8, 8
843, private, minecraft:mushroom_fields, AMBIENT, endermanoverhaul:mushroom_fields_enderman, 10, 1, 2
844, private, minecraft:mushroom_fields, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
845, nether, minecraft:nether_wastes, MONSTER, minecraft:ghast, 50, 4, 4
846, nether, minecraft:nether_wastes, MONSTER, minecraft:zombified_piglin, 80, 4, 4
847, nether, minecraft:nether_wastes, MONSTER, minecraft:magma_cube, 10, 4, 4
848, nether, minecraft:nether_wastes, MONSTER, minecraft:piglin, 15, 4, 4
849, nether, minecraft:nether_wastes, MONSTER, rottencreatures:burned, 20, 4, 4
