"Registry name","Map color (hex)","Map color (int)"
"minecraft:purple_concrete","#7F3FB2","8339378"
"minecraft:purple_concrete_powder","#7F3FB2","8339378"
"minecraft:purple_glazed_terracotta","#7F3FB2","8339378"
"minecraft:purple_shulker_box","#7A4958","8014168"
"minecraft:purple_stained_glass","#7F3FB2","8339378"
"minecraft:purple_stained_glass_pane","#000000","0"
"minecraft:purple_terracotta","#7A4958","8014168"
"minecraft:purple_wall_banner","#8F7748","9402184"
"minecraft:purple_wool","#7F3FB2","8339378"
"minecraft:purpur_block","#B24CD8","11685080"
"minecraft:purpur_pillar","#B24CD8","11685080"
"minecraft:purpur_slab","#B24CD8","11685080"
"minecraft:purpur_stairs","#B24CD8","11685080"
"minecraft:quartz_block","#FFFCF5","16776437"
"minecraft:quartz_bricks","#FFFCF5","16776437"
"minecraft:quartz_pillar","#FFFCF5","16776437"
"minecraft:quartz_slab","#FFFCF5","16776437"
"minecraft:quartz_stairs","#FFFCF5","16776437"
"minecraft:rail","#000000","0"
"minecraft:raw_copper_block","#D87F33","14188339"
"minecraft:raw_gold_block","#FAEE4D","16445005"
"minecraft:raw_iron_block","#D8AF93","14200723"
"minecraft:red_banner","#8F7748","9402184"
"minecraft:red_bed","#993333","10040115"
"minecraft:red_candle","#993333","10040115"
"minecraft:red_candle_cake","#000000","0"
"minecraft:red_carpet","#993333","10040115"
"minecraft:red_concrete","#993333","10040115"
"minecraft:red_concrete_powder","#993333","10040115"
"minecraft:red_glazed_terracotta","#993333","10040115"
"minecraft:red_mushroom","#993333","10040115"
"minecraft:red_mushroom_block","#993333","10040115"
"minecraft:red_nether_brick_slab","#700200","7340544"
"minecraft:red_nether_brick_stairs","#700200","7340544"
"minecraft:red_nether_brick_wall","#700200","7340544"
"minecraft:red_nether_bricks","#700200","7340544"
"minecraft:red_sand","#D87F33","14188339"
"minecraft:red_sandstone","#D87F33","14188339"
"minecraft:red_sandstone_slab","#D87F33","14188339"
"minecraft:red_sandstone_stairs","#D87F33","14188339"
"minecraft:red_sandstone_wall","#D87F33","14188339"
"minecraft:red_shulker_box","#993333","10040115"
"minecraft:red_stained_glass","#993333","10040115"
"minecraft:red_stained_glass_pane","#000000","0"
"minecraft:red_terracotta","#8E3C2E","9321518"
"minecraft:red_tulip","#007C00","31744"
"minecraft:red_wall_banner","#8F7748","9402184"
"minecraft:red_wool","#993333","10040115"
"minecraft:redstone_block","#FF0000","16711680"
"minecraft:redstone_lamp","#000000","0"
"minecraft:redstone_ore","#707070","7368816"
"minecraft:redstone_torch","#000000","0"
"minecraft:redstone_wall_torch","#000000","0"
"minecraft:redstone_wire","#000000","0"
"minecraft:reinforced_deepslate","#646464","6579300"
"minecraft:repeater","#000000","0"
"minecraft:repeating_command_block","#7F3FB2","8339378"
"minecraft:respawn_anchor","#191919","1644825"
"minecraft:rooted_dirt","#976D4D","9923917"
"minecraft:rose_bush","#007C00","31744"
"minecraft:sand","#F7E9A3","16247203"
"minecraft:sandstone","#F7E9A3","16247203"
"minecraft:sandstone_slab","#F7E9A3","16247203"
"minecraft:sandstone_stairs","#F7E9A3","16247203"
"minecraft:sandstone_wall","#F7E9A3","16247203"
"minecraft:scaffolding","#F7E9A3","16247203"
"minecraft:sculk","#191919","1644825"
"minecraft:sculk_catalyst","#191919","1644825"
"minecraft:sculk_sensor","#4C7F99","5013401"
"minecraft:sculk_shrieker","#191919","1644825"
"minecraft:sculk_vein","#191919","1644825"
"minecraft:sea_lantern","#FFFCF5","16776437"
"minecraft:sea_pickle","#667F33","6717235"
"minecraft:seagrass","#4040FF","4210943"
"minecraft:shroomlight","#993333","10040115"
"minecraft:shulker_box","#7F3FB2","8339378"
"minecraft:skeleton_skull","#000000","0"
"minecraft:skeleton_wall_skull","#000000","0"
"minecraft:slime_block","#7FB238","8368696"
"minecraft:small_amethyst_bud","#7F3FB2","8339378"
"minecraft:small_dripleaf","#007C00","31744"
"minecraft:smithing_table","#8F7748","9402184"
"minecraft:smoker","#707070","7368816"
"minecraft:smooth_basalt","#191919","1644825"
"minecraft:smooth_quartz","#FFFCF5","16776437"
"minecraft:smooth_quartz_slab","#FFFCF5","16776437"
"minecraft:smooth_quartz_stairs","#FFFCF5","16776437"
"minecraft:smooth_red_sandstone","#D87F33","14188339"
"minecraft:smooth_red_sandstone_slab","#D87F33","14188339"
"minecraft:smooth_red_sandstone_stairs","#D87F33","14188339"
"minecraft:smooth_sandstone","#F7E9A3","16247203"
"minecraft:smooth_sandstone_slab","#F7E9A3","16247203"
"minecraft:smooth_sandstone_stairs","#F7E9A3","16247203"
"minecraft:smooth_stone","#707070","7368816"
"minecraft:smooth_stone_slab","#707070","7368816"
"minecraft:sniffer_egg","#993333","10040115"
"minecraft:snow","#FFFFFF","16777215"
"minecraft:snow_block","#FFFFFF","16777215"
"minecraft:soul_campfire","#815631","8476209"
"minecraft:soul_fire","#6699D8","6724056"
"minecraft:soul_lantern","#A7A7A7","10987431"
"minecraft:soul_sand","#664C33","6704179"
"minecraft:soul_soil","#664C33","6704179"
"minecraft:soul_torch","#000000","0"
"minecraft:soul_wall_torch","#000000","0"
"minecraft:spawner","#707070","7368816"
"minecraft:sponge","#E5E533","15066419"
"minecraft:spore_blossom","#007C00","31744"
"minecraft:spruce_button","#000000","0"
"minecraft:spruce_door","#815631","8476209"
"minecraft:spruce_fence","#815631","8476209"
"minecraft:spruce_fence_gate","#815631","8476209"
"minecraft:spruce_hanging_sign","#815631","8476209"
"minecraft:spruce_leaves","#007C00","31744"
"minecraft:spruce_log","#815631","8476209"
"minecraft:spruce_planks","#815631","8476209"
"minecraft:spruce_pressure_plate","#815631","8476209"
"minecraft:spruce_sapling","#007C00","31744"
"minecraft:spruce_sign","#815631","8476209"
"minecraft:spruce_slab","#815631","8476209"
"minecraft:spruce_stairs","#815631","8476209"
"minecraft:spruce_trapdoor","#815631","8476209"
"minecraft:spruce_wall_hanging_sign","#8F7748","9402184"
"minecraft:spruce_wall_sign","#815631","8476209"
"minecraft:spruce_wood","#815631","8476209"
"minecraft:sticky_piston","#707070","7368816"
"minecraft:stone","#707070","7368816"
"minecraft:stone_brick_slab","#707070","7368816"
"minecraft:stone_brick_stairs","#707070","7368816"
"minecraft:stone_brick_wall","#707070","7368816"
"minecraft:stone_bricks","#707070","7368816"
"minecraft:stone_button","#000000","0"
"minecraft:stone_pressure_plate","#707070","7368816"
"minecraft:stone_slab","#707070","7368816"
"minecraft:stone_stairs","#707070","7368816"
"minecraft:stonecutter","#707070","7368816"
"minecraft:stripped_acacia_log","#D87F33","14188339"
"minecraft:stripped_acacia_wood","#D87F33","14188339"
"minecraft:stripped_bamboo_block","#E5E533","15066419"
"minecraft:stripped_birch_log","#F7E9A3","16247203"
"minecraft:stripped_birch_wood","#F7E9A3","16247203"
"minecraft:stripped_cherry_log","#D1B1A1","13742497"
"minecraft:stripped_cherry_wood","#A04D4E","10505550"
"minecraft:stripped_crimson_hyphae","#5C191D","6035741"
"minecraft:stripped_crimson_stem","#943F61","9715553"
"minecraft:stripped_dark_oak_log","#664C33","6704179"
"minecraft:stripped_dark_oak_wood","#664C33","6704179"
"minecraft:stripped_jungle_log","#976D4D","9923917"
"minecraft:stripped_jungle_wood","#976D4D","9923917"
"minecraft:stripped_mangrove_log","#993333","10040115"
"minecraft:stripped_mangrove_wood","#993333","10040115"
"minecraft:stripped_oak_log","#8F7748","9402184"
"minecraft:stripped_oak_wood","#8F7748","9402184"
"minecraft:stripped_spruce_log","#815631","8476209"
"minecraft:stripped_spruce_wood","#815631","8476209"
"minecraft:stripped_warped_hyphae","#562C3E","5647422"
"minecraft:stripped_warped_stem","#3A8E8C","3837580"
"minecraft:structure_block","#999999","10066329"
"minecraft:structure_void","#000000","0"
"minecraft:sugar_cane","#007C00","31744"
"minecraft:sunflower","#007C00","31744"
"minecraft:suspicious_gravel","#707070","7368816"
"minecraft:suspicious_sand","#F7E9A3","16247203"
"minecraft:sweet_berry_bush","#007C00","31744"
"minecraft:tall_grass","#007C00","31744"
"minecraft:tall_seagrass","#4040FF","4210943"
"minecraft:target","#FFFCF5","16776437"
"minecraft:terracotta","#D87F33","14188339"
"minecraft:tinted_glass","#4C4C4C","5000268"
"minecraft:tnt","#FF0000","16711680"
"minecraft:torch","#000000","0"
"minecraft:torchflower","#007C00","31744"
"minecraft:torchflower_crop","#007C00","31744"
"minecraft:trapped_chest","#8F7748","9402184"
"minecraft:tripwire","#000000","0"
"minecraft:tripwire_hook","#000000","0"
"minecraft:tube_coral","#334CB2","3361970"
"minecraft:tube_coral_block","#334CB2","3361970"
"minecraft:tube_coral_fan","#334CB2","3361970"
"minecraft:tube_coral_wall_fan","#334CB2","3361970"
"minecraft:tuff","#392923","3746083"
"minecraft:turtle_egg","#F7E9A3","16247203"
"minecraft:twisting_vines","#4C7F99","5013401"
"minecraft:twisting_vines_plant","#4C7F99","5013401"
"minecraft:verdant_froglight","#7FA796","8365974"
"minecraft:vine","#007C00","31744"
"minecraft:void_air","#000000","0"
"minecraft:wall_torch","#000000","0"
"minecraft:warped_button","#000000","0"
"minecraft:warped_door","#3A8E8C","3837580"
"minecraft:warped_fence","#3A8E8C","3837580"
"minecraft:warped_fence_gate","#3A8E8C","3837580"
"minecraft:warped_fungus","#4C7F99","5013401"
"minecraft:warped_hanging_sign","#3A8E8C","3837580"
"minecraft:warped_hyphae","#562C3E","5647422"
"minecraft:warped_nylium","#167E86","1474182"
"minecraft:warped_planks","#3A8E8C","3837580"
"minecraft:warped_pressure_plate","#3A8E8C","3837580"
"minecraft:warped_roots","#4C7F99","5013401"
"minecraft:warped_sign","#3A8E8C","3837580"
"minecraft:warped_slab","#3A8E8C","3837580"
"minecraft:warped_stairs","#3A8E8C","3837580"
"minecraft:warped_stem","#3A8E8C","3837580"
"minecraft:warped_trapdoor","#3A8E8C","3837580"
"minecraft:warped_wall_hanging_sign","#3A8E8C","3837580"
"minecraft:warped_wall_sign","#3A8E8C","3837580"
"minecraft:warped_wart_block","#14B485","1356933"
"minecraft:water","#4040FF","4210943"
"minecraft:water_cauldron","#707070","7368816"
"minecraft:waxed_copper_block","#D87F33","14188339"
"minecraft:waxed_cut_copper","#D87F33","14188339"
"minecraft:waxed_cut_copper_slab","#D87F33","14188339"
"minecraft:waxed_cut_copper_stairs","#D87F33","14188339"
"minecraft:waxed_exposed_copper","#876B62","8874850"
"minecraft:waxed_exposed_cut_copper","#876B62","8874850"
"minecraft:waxed_exposed_cut_copper_slab","#876B62","8874850"
"minecraft:waxed_exposed_cut_copper_stairs","#876B62","8874850"
"minecraft:waxed_oxidized_copper","#167E86","1474182"
"minecraft:waxed_oxidized_cut_copper","#167E86","1474182"
"minecraft:waxed_oxidized_cut_copper_slab","#167E86","1474182"
"minecraft:waxed_oxidized_cut_copper_stairs","#167E86","1474182"
"minecraft:waxed_weathered_copper","#3A8E8C","3837580"
"minecraft:waxed_weathered_cut_copper","#3A8E8C","3837580"
"minecraft:waxed_weathered_cut_copper_slab","#3A8E8C","3837580"
"minecraft:waxed_weathered_cut_copper_stairs","#3A8E8C","3837580"
"minecraft:weathered_copper","#3A8E8C","3837580"
"minecraft:weathered_cut_copper","#3A8E8C","3837580"
"minecraft:weathered_cut_copper_slab","#3A8E8C","3837580"
"minecraft:weathered_cut_copper_stairs","#3A8E8C","3837580"
"minecraft:weeping_vines","#700200","7340544"
"minecraft:weeping_vines_plant","#700200","7340544"
"minecraft:wet_sponge","#E5E533","15066419"
"minecraft:wheat","#007C00","31744"
"minecraft:white_banner","#8F7748","9402184"
"minecraft:white_bed","#FFFFFF","16777215"
"minecraft:white_candle","#C7C7C7","13092807"
"minecraft:white_candle_cake","#000000","0"
"minecraft:white_carpet","#FFFFFF","16777215"
"minecraft:white_concrete","#FFFFFF","16777215"
"minecraft:white_concrete_powder","#FFFFFF","16777215"
"minecraft:white_glazed_terracotta","#FFFFFF","16777215"
"minecraft:white_shulker_box","#FFFFFF","16777215"
"minecraft:white_stained_glass","#FFFFFF","16777215"
"minecraft:white_stained_glass_pane","#000000","0"
"minecraft:white_terracotta","#D1B1A1","13742497"
"minecraft:white_tulip","#007C00","31744"
"minecraft:white_wall_banner","#8F7748","9402184"
"minecraft:white_wool","#FFFFFF","16777215"
"minecraft:wither_rose","#007C00","31744"
"minecraft:wither_skeleton_skull","#000000","0"
"minecraft:wither_skeleton_wall_skull","#000000","0"
"minecraft:yellow_banner","#8F7748","9402184"
"minecraft:yellow_bed","#E5E533","15066419"
"minecraft:yellow_candle","#E5E533","15066419"
"minecraft:yellow_candle_cake","#000000","0"
"minecraft:yellow_carpet","#E5E533","15066419"
"minecraft:yellow_concrete","#E5E533","15066419"
"minecraft:yellow_concrete_powder","#E5E533","15066419"
"minecraft:yellow_glazed_terracotta","#E5E533","15066419"
"minecraft:yellow_shulker_box","#E5E533","15066419"
"minecraft:yellow_stained_glass","#E5E533","15066419"
"minecraft:yellow_stained_glass_pane","#000000","0"
"minecraft:yellow_terracotta","#BA8524","12223780"
"minecraft:yellow_wall_banner","#8F7748","9402184"
"minecraft:yellow_wool","#E5E533","15066419"
"minecraft:zombie_head","#000000","0"
"minecraft:zombie_wall_head","#000000","0"
"naturalist:alligator_egg","#F7E9A3","16247203"
"naturalist:azure_froglass","#000000","0"
"naturalist:azure_froglass_pane","#000000","0"
"naturalist:cattail","#000000","0"
"naturalist:chrysalis","#000000","0"
"naturalist:crimson_froglass","#000000","0"
"naturalist:crimson_froglass_pane","#000000","0"
"naturalist:cut_shellstone","#F7E9A3","16247203"
"naturalist:cut_shellstone_slab","#F7E9A3","16247203"
"naturalist:cut_shellstone_stairs","#F7E9A3","16247203"
"naturalist:cut_shellstone_wall","#F7E9A3","16247203"
"naturalist:duckweed","#000000","0"
"naturalist:glow_goop","#000000","0"
"naturalist:shellstone","#F7E9A3","16247203"
"naturalist:shellstone_brick_slab","#F7E9A3","16247203"
"naturalist:shellstone_brick_stairs","#F7E9A3","16247203"
"naturalist:shellstone_brick_wall","#F7E9A3","16247203"
"naturalist:shellstone_bricks","#F7E9A3","16247203"
"naturalist:shellstone_slab","#F7E9A3","16247203"
"naturalist:shellstone_stairs","#F7E9A3","16247203"
"naturalist:shellstone_wall","#F7E9A3","16247203"
"naturalist:smooth_shellstone","#F7E9A3","16247203"
"naturalist:smooth_shellstone_slab","#F7E9A3","16247203"
"naturalist:smooth_shellstone_stairs","#F7E9A3","16247203"
"naturalist:smooth_shellstone_wall","#F7E9A3","16247203"
"naturalist:snail_eggs","#4040FF","4210943"
"naturalist:teddy_bear","#000000","0"
"naturalist:tortoise_egg","#F7E9A3","16247203"
"naturalist:verdant_froglass","#000000","0"
"naturalist:verdant_froglass_pane","#000000","0"
"philipsruins:bone_bricks","#707070","7368816"
"philipsruins:bone_bricks_slab","#707070","7368816"
"philipsruins:bone_bricks_stairs","#707070","7368816"
"philipsruins:bone_bricks_wall","#707070","7368816"
"philipsruins:bone_chunk_block","#707070","7368816"
"philipsruins:chiseled_bone_bricks","#707070","7368816"
"philipsruins:cracked_bone","#707070","7368816"
"philipsruins:dark_brick","#707070","7368816"
"philipsruins:fractured_bone_bricks","#707070","7368816"
"philipsruins:frozen_dark_prismarine","#707070","7368816"
"philipsruins:frozen_prismarine","#707070","7368816"
"philipsruins:frozen_prismarine_bricks","#707070","7368816"
"philipsruins:frozen_sea_lantern","#707070","7368816"
"philipsruins:infested_sculk_bone_bricks","#707070","7368816"
"philipsruins:mossy_dark_brick","#707070","7368816"
"philipsruins:obsidian_brick","#707070","7368816"
"philipsruins:obsidian_brick_slab","#707070","7368816"
"philipsruins:obsidian_brick_stairs","#707070","7368816"
"philipsruins:obsidian_brick_wall","#707070","7368816"
"philipsruins:red_sand_stone_brick","#707070","7368816"
"philipsruins:red_sand_stone_tiles","#707070","7368816"
"philipsruins:sand_stone_brick","#707070","7368816"
"philipsruins:sandstone_tiles","#707070","7368816"
"philipsruins:sculk_bone_block","#707070","7368816"
"philipsruins:sculk_bone_bricks","#707070","7368816"
"philipsruins:sculk_bone_bricks_slab","#707070","7368816"
"philipsruins:sculk_bone_bricks_stairs","#707070","7368816"
"philipsruins:soul_sand_bricks","#707070","7368816"
"ribbits:brown_toadstool","#976D4D","9923917"
"ribbits:giant_lilypad","#007C00","31744"
"ribbits:mossy_oak_door","#8F7748","9402184"
"ribbits:mossy_oak_planks","#8F7748","9402184"
"ribbits:mossy_oak_planks_fence","#8F7748","9402184"
"ribbits:mossy_oak_planks_fence_gate","#8F7748","9402184"
"ribbits:mossy_oak_planks_slab","#8F7748","9402184"
"ribbits:mossy_oak_planks_stairs","#8F7748","9402184"
"ribbits:red_toadstool","#993333","10040115"
"ribbits:swamp_daisy","#007C00","31744"
"ribbits:swamp_lantern","#A7A7A7","10987431"
"ribbits:toadstool","#007C00","31744"
"ribbits:toadstool_stem","#C7C7C7","13092807"
"ribbits:umbrella_leaf","#007C00","31744"
"rottencreatures:burned_head","#000000","0"
"rottencreatures:burned_wall_head","#000000","0"
"rottencreatures:dead_beard_head","#000000","0"
"rottencreatures:dead_beard_wall_head","#000000","0"
"rottencreatures:frostbitten_head","#000000","0"
"rottencreatures:frostbitten_wall_head","#000000","0"
"rottencreatures:glacial_hunter_head","#000000","0"
"rottencreatures:glacial_hunter_wall_head","#000000","0"
"rottencreatures:immortal_head","#000000","0"
"rottencreatures:immortal_wall_head","#000000","0"
"rottencreatures:mummy_head","#000000","0"
"rottencreatures:mummy_wall_head","#000000","0"
"rottencreatures:swampy_head","#000000","0"
"rottencreatures:swampy_wall_head","#000000","0"
"rottencreatures:tnt_barrel","#8F7748","9402184"
"rottencreatures:treasure_chest","#8F7748","9402184"
"rottencreatures:undead_miner_head","#000000","0"
"rottencreatures:undead_miner_wall_head","#000000","0"
"rottencreatures:zap_head","#000000","0"
"rottencreatures:zap_wall_head","#000000","0"
"spectral-decorations:acacia_amphora","#D87F33","14188339"
"spectral-decorations:acacia_beam","#D87F33","14188339"
"spectral-decorations:bamboo_amphora","#E5E533","15066419"
"spectral-decorations:bamboo_beam","#E5E533","15066419"
"spectral-decorations:birch_amphora","#F7E9A3","16247203"
"spectral-decorations:birch_beam","#F7E9A3","16247203"
"spectral-decorations:black_amphora","#191919","1644825"
"spectral-decorations:black_beam","#191919","1644825"
"spectral-decorations:black_effulgent_bed","#191919","1644825"
"spectral-decorations:black_effulgent_block","#191919","1644825"
"spectral-decorations:black_effulgent_carpet","#191919","1644825"
"spectral-decorations:black_effulgent_cushion","#191919","1644825"
"spectral-decorations:black_lantern","#191919","1644825"
"spectral-decorations:black_light","#191919","1644825"
"spectral-decorations:blue_amphora","#334CB2","3361970"
"spectral-decorations:blue_beam","#334CB2","3361970"
"spectral-decorations:blue_effulgent_bed","#334CB2","3361970"
"spectral-decorations:blue_effulgent_block","#334CB2","3361970"
"spectral-decorations:blue_effulgent_carpet","#334CB2","3361970"
"spectral-decorations:blue_effulgent_cushion","#334CB2","3361970"
"spectral-decorations:blue_lantern","#334CB2","3361970"
"spectral-decorations:blue_light","#334CB2","3361970"
"spectral-decorations:brown_amphora","#664C33","6704179"
"spectral-decorations:brown_beam","#664C33","6704179"
"spectral-decorations:brown_effulgent_bed","#664C33","6704179"
"spectral-decorations:brown_effulgent_block","#664C33","6704179"
"spectral-decorations:brown_effulgent_carpet","#664C33","6704179"
"spectral-decorations:brown_effulgent_cushion","#664C33","6704179"
"spectral-decorations:brown_lantern","#664C33","6704179"
"spectral-decorations:brown_light","#664C33","6704179"
"spectral-decorations:cherry_amphora","#D1B1A1","13742497"
"spectral-decorations:cherry_beam","#D1B1A1","13742497"
"spectral-decorations:crimson_amphora","#943F61","9715553"
"spectral-decorations:crimson_beam","#943F61","9715553"
"spectral-decorations:cyan_amphora","#4C7F99","5013401"
"spectral-decorations:cyan_beam","#4C7F99","5013401"
"spectral-decorations:cyan_effulgent_bed","#4C7F99","5013401"
"spectral-decorations:cyan_effulgent_block","#4C7F99","5013401"
"spectral-decorations:cyan_effulgent_carpet","#4C7F99","5013401"
"spectral-decorations:cyan_effulgent_cushion","#4C7F99","5013401"
"spectral-decorations:cyan_lantern","#4C7F99","5013401"
"spectral-decorations:cyan_light","#4C7F99","5013401"
"spectral-decorations:dark_oak_amphora","#664C33","6704179"
"spectral-decorations:dark_oak_beam","#664C33","6704179"
"spectral-decorations:gray_amphora","#4C4C4C","5000268"
"spectral-decorations:gray_beam","#4C4C4C","5000268"
"spectral-decorations:gray_effulgent_bed","#4C4C4C","5000268"
"spectral-decorations:gray_effulgent_block","#4C4C4C","5000268"
"spectral-decorations:gray_effulgent_carpet","#4C4C4C","5000268"
"spectral-decorations:gray_effulgent_cushion","#4C4C4C","5000268"
"spectral-decorations:gray_lantern","#4C4C4C","5000268"
"spectral-decorations:gray_light","#4C4C4C","5000268"
"spectral-decorations:green_amphora","#667F33","6717235"
"spectral-decorations:green_beam","#667F33","6717235"
"spectral-decorations:green_effulgent_bed","#667F33","6717235"
"spectral-decorations:green_effulgent_block","#667F33","6717235"
"spectral-decorations:green_effulgent_carpet","#667F33","6717235"
"spectral-decorations:green_effulgent_cushion","#667F33","6717235"
"spectral-decorations:green_lantern","#667F33","6717235"
"spectral-decorations:green_light","#667F33","6717235"
"spectral-decorations:jungle_amphora","#976D4D","9923917"
"spectral-decorations:jungle_beam","#976D4D","9923917"
"spectral-decorations:light_blue_amphora","#6699D8","6724056"
"spectral-decorations:light_blue_beam","#6699D8","6724056"
"spectral-decorations:light_blue_effulgent_bed","#6699D8","6724056"
"spectral-decorations:light_blue_effulgent_block","#6699D8","6724056"
"spectral-decorations:light_blue_effulgent_carpet","#6699D8","6724056"
"spectral-decorations:light_blue_effulgent_cushion","#6699D8","6724056"
"spectral-decorations:light_blue_lantern","#6699D8","6724056"
"spectral-decorations:light_blue_light","#6699D8","6724056"
"spectral-decorations:light_gray_amphora","#999999","10066329"
"spectral-decorations:light_gray_beam","#999999","10066329"
"spectral-decorations:light_gray_effulgent_bed","#999999","10066329"
"spectral-decorations:light_gray_effulgent_block","#999999","10066329"
"spectral-decorations:light_gray_effulgent_carpet","#999999","10066329"
"spectral-decorations:light_gray_effulgent_cushion","#999999","10066329"
"spectral-decorations:light_gray_lantern","#999999","10066329"
"spectral-decorations:light_gray_light","#999999","10066329"
"spectral-decorations:lime_amphora","#7FCC19","8375321"
"spectral-decorations:lime_beam","#7FCC19","8375321"
"spectral-decorations:lime_effulgent_bed","#7FCC19","8375321"
"spectral-decorations:lime_effulgent_block","#7FCC19","8375321"
"spectral-decorations:lime_effulgent_carpet","#7FCC19","8375321"
"spectral-decorations:lime_effulgent_cushion","#7FCC19","8375321"
"spectral-decorations:lime_lantern","#7FCC19","8375321"
"spectral-decorations:lime_light","#7FCC19","8375321"
"spectral-decorations:magenta_amphora","#B24CD8","11685080"
"spectral-decorations:magenta_beam","#B24CD8","11685080"
"spectral-decorations:magenta_effulgent_bed","#B24CD8","11685080"
"spectral-decorations:magenta_effulgent_block","#B24CD8","11685080"
"spectral-decorations:magenta_effulgent_carpet","#B24CD8","11685080"
"spectral-decorations:magenta_effulgent_cushion","#B24CD8","11685080"
"spectral-decorations:magenta_lantern","#B24CD8","11685080"
"spectral-decorations:magenta_light","#B24CD8","11685080"
"spectral-decorations:mangrove_amphora","#993333","10040115"
"spectral-decorations:mangrove_beam","#993333","10040115"
"spectral-decorations:oak_amphora","#8F7748","9402184"
"spectral-decorations:oak_beam","#8F7748","9402184"
"spectral-decorations:orange_amphora","#D87F33","14188339"
"spectral-decorations:orange_beam","#D87F33","14188339"
"spectral-decorations:orange_effulgent_bed","#D87F33","14188339"
"spectral-decorations:orange_effulgent_block","#D87F33","14188339"
"spectral-decorations:orange_effulgent_carpet","#D87F33","14188339"
"spectral-decorations:orange_effulgent_cushion","#D87F33","14188339"
"spectral-decorations:orange_lantern","#D87F33","14188339"
"spectral-decorations:orange_light","#D87F33","14188339"
"spectral-decorations:pink_amphora","#F27FA5","15892389"
"spectral-decorations:pink_beam","#F27FA5","15892389"
"spectral-decorations:pink_effulgent_bed","#F27FA5","15892389"
"spectral-decorations:pink_effulgent_block","#F27FA5","15892389"
"spectral-decorations:pink_effulgent_carpet","#F27FA5","15892389"
"spectral-decorations:pink_effulgent_cushion","#F27FA5","15892389"
"spectral-decorations:pink_lantern","#F27FA5","15892389"
"spectral-decorations:pink_light","#F27FA5","15892389"
"spectral-decorations:purple_amphora","#7F3FB2","8339378"
"spectral-decorations:purple_beam","#7F3FB2","8339378"
"spectral-decorations:purple_effulgent_bed","#7F3FB2","8339378"
"spectral-decorations:purple_effulgent_block","#7F3FB2","8339378"
"spectral-decorations:purple_effulgent_carpet","#7F3FB2","8339378"
"spectral-decorations:purple_effulgent_cushion","#7F3FB2","8339378"
"spectral-decorations:purple_lantern","#7F3FB2","8339378"
"spectral-decorations:purple_light","#7F3FB2","8339378"
"spectral-decorations:red_amphora","#993333","10040115"
"spectral-decorations:red_beam","#993333","10040115"
"spectral-decorations:red_effulgent_bed","#993333","10040115"
"spectral-decorations:red_effulgent_block","#993333","10040115"
"spectral-decorations:red_effulgent_carpet","#993333","10040115"
"spectral-decorations:red_effulgent_cushion","#993333","10040115"
"spectral-decorations:red_lantern","#993333","10040115"
"spectral-decorations:red_light","#993333","10040115"
"spectral-decorations:spruce_amphora","#815631","8476209"
"spectral-decorations:spruce_beam","#815631","8476209"
"spectral-decorations:warped_amphora","#3A8E8C","3837580"
"spectral-decorations:warped_beam","#3A8E8C","3837580"
"spectral-decorations:white_amphora","#FFFFFF","16777215"
"spectral-decorations:white_beam","#FFFFFF","16777215"
"spectral-decorations:white_effulgent_bed","#FFFFFF","16777215"
"spectral-decorations:white_effulgent_block","#FFFFFF","16777215"
"spectral-decorations:white_effulgent_carpet","#FFFFFF","16777215"
"spectral-decorations:white_effulgent_cushion","#FFFFFF","16777215"
"spectral-decorations:white_lantern","#FFFFFF","16777215"
"spectral-decorations:white_light","#FFFFFF","16777215"
"spectral-decorations:yellow_amphora","#E5E533","15066419"
"spectral-decorations:yellow_beam","#E5E533","15066419"
"spectral-decorations:yellow_effulgent_bed","#E5E533","15066419"
"spectral-decorations:yellow_effulgent_block","#E5E533","15066419"
"spectral-decorations:yellow_effulgent_carpet","#E5E533","15066419"
"spectral-decorations:yellow_effulgent_cushion","#E5E533","15066419"
"spectral-decorations:yellow_lantern","#E5E533","15066419"
"spectral-decorations:yellow_light","#E5E533","15066419"
"spectral_seas:grave_dirt","#000000","0"
"spectrum:abyssal_vines","#007C00","31744"
"spectrum:allay_head","#000000","0"
"spectrum:allay_wall_head","#000000","0"
"spectrum:aloe","#007C00","31744"
"spectrum:amaranth","#000000","0"
"spectrum:amaranth_bushel","#000000","0"
"spectrum:amethyst_basalt_lamp","#191919","1644825"
"spectrum:amethyst_calcite_lamp","#D1B1A1","13742497"
"spectrum:amethyst_chime","#7F3FB2","8339378"
"spectrum:amethyst_chiseled_basalt","#191919","1644825"
"spectrum:amethyst_chiseled_calcite","#D1B1A1","13742497"
"spectrum:amethyst_decostone","#7F3FB2","8339378"
"spectrum:amethyst_glass","#B24CD8","11685080"
"spectrum:amethyst_glass_pane","#B24CD8","11685080"
"spectrum:amethyst_ore","#707070","7368816"
"spectrum:amethyst_powder_block","#B24CD8","11685080"
"spectrum:amethyst_semi_permeable_glass","#B24CD8","11685080"
"spectrum:amethyst_storage_block","#B24CD8","11685080"
"spectrum:amethyst_sugar_stick","#7F3FB2","8339378"
"spectrum:ancient_chiseled_polished_blackslag","#4C4C4C","5000268"
"spectrum:andesite_shimmerstone_light","#000000","0"
"spectrum:apricotti","#D87F33","14188339"
"spectrum:ash","#FFFCF5","16776437"
"spectrum:ash_pile","#FFFCF5","16776437"
