"ID","Registry name","Tags"
41,"minecraft:mangrove_swamp","ribbits:has_structure/ribbit_village, wabi_sabi_structures:has_structure/tree_cage, spectrum:has_structure/pedestal_ruins, c:is_overworld, supplementaries:has_way_signs, philipsruins:has_structure/rare_ruin_biomes, c:swamp, spectral_seas:no_amethyst, hybrid-aquatic:mangroves, c:is_wet, minecraft:water_on_map_outlines, philipsruins:has_structure/lost_soul_city_biomes, wabi_sabi_structures:has_structure/beetroot_patch, c:is_dense_vegetation/overworld, c:is_hot/overworld, philipsruins:has_structure/level_two_ruins_biomes, spectrum:has_structure/preservation_ruins, mvs:has_structure/mangrove_biomes, endermanoverhaul:cave_spawns, frycmobvariants:toxic_slime_spawn_biomes, minecraft:has_structure/portal_deepslate, c:in_overworld, endermanoverhaul:swamp_spawns, philipsruins:has_structure/start_nether_ruin_biomes, spectrum:quitoxic_reeds_generating_in, c:is_hot, c:is_dense_vegetation, naturalist:has_catfish, wabi_sabi_structures:has_structure/effigy_patch_swamp, minecraft:spawns_warm_variant_frogs, wabi_sabi_structures:has_structure/bat_monolith, nova_structures:collections/swamps, naturalist:has_bass, naturalist:has_lizard, naturalist:has_alligator, naturalist:has_snail, philipsruins:has_structure/bone_dungeon_biomes, supplementaries:has_cave_urns, c:climate_wet, wabi_sabi_structures:has_structure/wandering_trader_cart_temperate, c:is_wet/overworld, minecraft:increased_fire_burnout, naturalist:has_duck, philipsruins:has_structure/ancient_crypt_biomes, endermanoverhaul:all_spawns, philipsruins:has_structure/pumpkin_ruins_biomes, frycmobvariants:bloated_corpse_spawn_biomes, wabi_sabi_structures:has_structure/monster_egg, c:is_swamp, philipsruins:has_structure/ancient_ruins_biomes, philipsruins:has_structure/field_stone_ruins_rocks_biomes, minecraft:has_closer_water_fog, supplementaries:has_wild_flax, naturalist:has_cardinal, nova_structures:collections/overworld, philipsruins:has_structure/ancient_dungeon_biomes, minecraft:allows_surface_slime_spawns, minecraft:is_overworld, naturalist:has_tortoise, wabi_sabi_structures:has_structure/sunken_steamboat, naturalist:has_dragonfly, minecraft:has_structure/mineshaft, nova_structures:collections/mangroves, philipsruins:has_structure/ancient_towers_biomes, rottencreatures:can_undead_miner_spawn_on, naturalist:has_snake"
42,"minecraft:meadow","philipsruins:has_structure/ancient_towers_biomes, spectral_seas:no_amethyst, c:is_plateau, mostructures:collections/meadows, forsaken:has_structure/wells/washhouse, spectrum:colored_trees_generating_in, minecraft:has_structure/mineshaft, naturalist:has_canary, spectrum:has_structure/pedestal_ruins, endermanoverhaul:all_spawns, totw_reworked:has_structure/derelict_grass_tower, wabi_sabi_structures:has_structure/bat_monolith, endermanoverhaul:flower_fields_spawns, c:is_floral, mostructures:collections/mountains, minecraft:stronghold_biased_to, nova_structures:collections/overworld, c:is_slope, supplementaries:has_way_signs, philipsruins:has_structure/ancient_ruins_biomes, endermanoverhaul:cave_spawns, c:climate_temperate, philipsruins:has_structure/bone_dungeon_biomes, philipsruins:has_structure/lost_soul_city_biomes, minecraft:is_overworld, philipsruins:has_structure/level_two_ruins_biomes, wabi_sabi_structures:has_structure/water_tower_oak, nova_structures:collections/floral, philipsruins:has_structure/field_stone_ruins_rocks_biomes, c:is_mountain/slope, supplementaries:has_cave_urns, wabi_sabi_structures:has_structure/candlemaker_house, c:is_overworld, minecraft:has_structure/stronghold, minecraft:has_structure/portal_deepslate, wabi_sabi_structures:has_structure/potato_patch, minecraft:is_mountain, betterstrongholds:has_structure/better_stronghold, wabi_sabi_structures:has_structure/hide_tannery_cherry, c:is_mountain, wabi_sabi_structures:has_structure/monster_egg, naturalist:has_snail, nova_structures:collections/meadows, philipsruins:has_structure/ancient_dungeon_biomes, rottencreatures:can_undead_miner_spawn_on, totw_reworked:has_structure/derelict_tower, c:mountain, formationsoverworld:has_structure/stone_ore_spikes, c:is_temperate/overworld, towns_and_towers:has_structure/village_meadow_swiss, c:floral, formationsoverworld:has_structure/stone_tower, towns_and_towers:has_structure/pillager_outpost_meadow, forsaken:has_structure/wells/rustic/oak, spectrum:has_structure/preservation_ruins, c:is_temperate, mvs:has_structure/mountain_biomes, c:is_plains, nova_structures:collections/mountains, supplementaries:has_wild_flax, mvs:has_structure/cathedral, c:in_overworld, totw_reworked:has_structure/regular_tower, naturalist:has_robin"
43,"minecraft:mushroom_fields","supplementaries:has_cave_urns, minecraft:stronghold_biased_to, mostructures:collections/mushrooms, spectral_seas:no_amethyst, wabi_sabi_structures:has_structure/bat_monolith, philipsruins:has_structure/ancient_dungeon_biomes, supplementaries:has_way_signs, spectrum:has_structure/preservation_ruins, c:no_default_monsters, c:is_hot/overworld, nova_structures:collections/mushrooms, mvs:has_structure/mushroom_island_biomes, minecraft:without_zombie_sieges, c:is_mushroom, nova_structures:collections/illager_camps, minecraft:increased_fire_burnout, towns_and_towers:has_structure/village_mushroom_fields_fantasy, c:climate_hot, c:in_overworld, supplementaries:has_wild_flax, c:is_overworld, naturalist:has_snail, endermanoverhaul:all_spawns, nova_structures:collections/overworld, wabi_sabi_structures:has_structure/monster_egg, wabi_sabi_structures:has_structure/effigy_patch_mushroom, c:is_rare, minecraft:has_structure/mineshaft, c:is_hot, wabi_sabi_structures:has_structure/wandering_trader_cart_temperate, minecraft:without_patrol_spawns, betterstrongholds:has_structure/better_stronghold, rottencreatures:can_undead_miner_spawn_on, minecraft:has_structure/portal_deepslate, creeperoverhaul:is_mushroom, minecraft:is_overworld, towns_and_towers:has_structure/pillager_outpost_mushroom_fields, c:mushroom, endermanoverhaul:mushroom_fields_spawns, spectrum:has_structure/pedestal_ruins, nova_structures:illager_hideout"
44,"minecraft:nether_wastes","minecraft:snow_golem_melts, endermanoverhaul:all_spawns, minecraft:has_structure/ruined_portal_nether, rottencreatures:can_burned_spawn_on, wabi_sabi_structures:has_structure/obsidian_egg, mvs:has_structure/nether_biomes, c:is_dry/overworld, minecraft:spawns_warm_variant_frogs, wabi_sabi_structures:has_structure/strider_stable, c:in_nether, endermanoverhaul:nether_wastes_spawns, c:is_hot/overworld, c:is_hot, c:is_dry/nether, minecraft:has_structure/nether_fortress, c:is_dry, c:is_hot/nether, zhopo:has_structure/piglin_ruin, c:climate_hot, mostructures:collections/nether, philipsruins:has_structure/nether_structures_biomes, c:climate_dry, nova_structures:collections/nether, philipsruins:has_structure/start_nether_dungeon_biomes, minecraft:is_nether, c:is_nether, mvs:has_structure/nether_wastes_biomes, minecraft:has_structure/bastion_remnant"
45,"spectrum:noxshroom_forest","spectrum:has_structure/city_below, spectrum:has_structure/excavation_site"
46,"minecraft:ocean","c:is_wet/overworld, c:shallow_ocean, zhopo:has_structure/underwater_small_ruins, spectrum:mermaids_brushes_generating_in, c:aquatic, c:is_shallow_ocean, hybrid-aquatic:shallow_temperate_oceans, spectrum:has_structure/pedestal_ruins, c:is_overworld, wabi_sabi_structures:has_structure/bat_monolith, supplementaries:has_way_signs, c:is_water, nova_structures:collections/overworld, c:is_aquatic, c:ocean, spectral_seas:no_amethyst, supplementaries:has_cave_urns, c:is_wet, minecraft:water_on_map_outlines, minecraft:is_overworld, c:climate_wet, hybrid-aquatic:temperate_oceans, minecraft:has_structure/shipwreck, spectrum:has_structure/preservation_ruins, totw_reworked:has_structure/ocean_tower, mostructures:collections/oceans, c:in_overworld, unseaworthy:sinks_boats, mvs:has_structure/ocean_biomes, wabi_sabi_structures:has_structure/monster_egg, c:is_ocean, formationsoverworld:has_structure/raft, minecraft:required_ocean_monument_surrounding, supplementaries:has_wild_flax, minecraft:has_structure/ocean_ruin_cold, minecraft:is_ocean, philipsruins:has_structure/ancient_dungeon_biomes, minecraft:has_structure/mineshaft, towns_and_towers:has_structure/shallow_oceans_wreckage, philipsruins:has_structure/ocean_ruins_biomes, rottencreatures:can_undead_miner_spawn_on, minecraft:plays_underwater_music, frycmobvariants:corsair_spawn_biomes, nova_structures:collections/oceans"
47,"minecraft:old_growth_birch_forest","philipsruins:has_structure/ancient_ruins_biomes, c:is_dense_vegetation, formationsoverworld:has_structure/tiny_house, c:climate_temperate, formationsoverworld:has_structure/small_house, nova_structures:illager_hideout, nova_structures:has_structure/ruin_town, formationsoverworld:has_structure/stone_tower, c:is_birch_forest, formationsoverworld:has_structure/witch_tower, minecraft:stronghold_biased_to, spectrum:colored_trees_generating_in, betterstrongholds:has_structure/better_stronghold, minecraft:has_structure/portal_deepslate, forsaken:has_structure/wells/rustic/birch, minecraft:is_forest, towns_and_towers:has_structure/village_birch_forest_romanian, spectrum:has_structure/preservation_ruins, formationsoverworld:has_structure/stone_ore_spikes, forsaken:has_structure/wells/pump/cobble, rottencreatures:can_undead_miner_spawn_on, formationsoverworld:has_structure/log_spikes, minecraft:has_structure/stronghold, c:is_overworld, c:is_temperate/overworld, mostructures:collections/any_forests, minecraft:has_structure/mineshaft, naturalist:has_deer, c:is_dense, mostructures:has_structure/killer_bunny_castle, totw_reworked:has_structure/regular_tower, wabi_sabi_structures:has_structure/tall_birch_house, c:forest, formationsoverworld:has_structure/log_shelter, formationsoverworld:has_structure/graveyard, formationsoverworld:has_structure/tower_remnant, nova_structures:collections/stronghold_related_ruins_biomes, supplementaries:has_cave_urns, wabi_sabi_structures:has_structure/monster_egg, mostructures:collections/birch_forests, nova_structures:collections/overworld, wabi_sabi_structures:has_structure/birch_mushroom_cave, philipsruins:has_structure/lost_soul_city_biomes, c:birch_forest, philipsruins:has_structure/ancient_dungeon_biomes, c:is_forest, c:is_tree/deciduous, naturalist:has_snail, supplementaries:has_wild_flax, philipsruins:has_structure/pumpkin_ruins_biomes, philipsruins:has_structure/field_stone_ruins_rocks_biomes, mostructures:has_structure/villager_market, naturalist:has_cardinal, c:is_temperate, nova_structures:collections/illager_camps, c:is_dense_vegetation/overworld, forsaken:has_structure/wells/pit/cobble, c:is_old_growth, spectral_seas:no_amethyst, formationsoverworld:has_structure/campsite, c:is_dense/overworld, naturalist:has_finch, minecraft:has_structure/trail_ruins, nova_structures:collections/any_forests, formationsoverworld:has_structure/hobbit_hole, formationsoverworld:has_structure/well, c:in_overworld, mostructures:has_structure/tavern, philipsruins:has_structure/bone_dungeon_biomes, spectrum:has_structure/pedestal_ruins, formationsoverworld:has_structure/meteor, minecraft:is_overworld, naturalist:has_boar, naturalist:has_bear, supplementaries:has_way_signs, naturalist:has_snake, c:is_rare, c:tree_deciduous, philipsruins:has_structure/ancient_towers_biomes, wabi_sabi_structures:has_structure/bat_monolith, nova_structures:collections/birch_forests, formationsoverworld:has_structure/small_statue, nova_structures:collection/stronghold_related_ruins_biomes, mostructures:has_structure/villager_tower, towns_and_towers:has_structure/pillager_outpost_birch_forest, naturalist:has_lizard, formationsoverworld:has_structure/copper_spire, naturalist:has_robin, formationsoverworld:has_structure/offering"
48,"minecraft:old_growth_pine_taiga","minecraft:is_taiga, c:is_old_growth, naturalist:has_bear, c:in_overworld, nova_structures:collections/illager_camps, c:tree_coniferous, c:is_cold/overworld, formationsoverworld:has_structure/well, supplementaries:has_cave_urns, nova_structures:collections/any_taiga, c:is_taiga, mostructures:collections/giant_trees, c:climate_cold, supplementaries:has_way_signs, nova_structures:collections/stronghold_related_ruins_biomes, formationsoverworld:has_structure/wagon, wabi_sabi_structures:has_structure/monster_egg, wabi_sabi_structures:has_structure/bat_monolith, supplementaries:has_wild_flax, philipsruins:has_structure/ancient_towers_biomes, formationsoverworld:has_structure/stone_ore_spikes, c:is_coniferous, c:is_cold, formationsoverworld:has_structure/witch_tower, philipsruins:has_structure/ancient_dungeon_biomes, nova_structures:collections/overworld, formationsoverworld:has_structure/tower_remnant, c:is_tree/coniferous, formationsoverworld:has_structure/small_house, formationsoverworld:has_structure/meteor, mvs:has_structure/overworld_biomes, betterstrongholds:has_structure/better_stronghold, minecraft:is_overworld, wabi_sabi_structures:has_structure/rot_tree, mostructures:collections/giant_taigas, spectrum:has_structure/pedestal_ruins, formationsoverworld:has_structure/copper_spire, minecraft:has_structure/trail_ruins, towns_and_towers:has_structure/pillager_outpost_old_growth_taiga, wabi_sabi_structures:has_structure/water_tower_spruce, mvs:has_structure/taiga_biomes, wabi_sabi_structures:has_structure/zen_chair_museum, towns_and_towers:has_structure/village_old_growth_taiga_polish, c:is_overworld, formationsoverworld:has_structure/log_shelter, forsaken:has_structure/homes/spruce, minecraft:stronghold_biased_to, nova_structures:collections/giant_trees, wabi_sabi_structures:has_structure/wandering_trader_cart_temperate, minecraft:has_structure/stronghold, philipsruins:has_structure/ancient_ruins_biomes, formationsoverworld:has_structure/hobbit_hole, minecraft:has_structure/mineshaft, forsaken:has_structure/wells/rustic/spruce, c:taiga, philipsruins:has_structure/lost_soul_city_biomes, philipsruins:has_structure/pumpkin_ruins_biomes, philipsruins:has_structure/bone_dungeon_biomes, naturalist:has_bluejay, nova_structures:collection/stronghold_related_ruins_biomes, spectral_seas:no_amethyst, nova_structures:illager_hideout, formationsoverworld:has_structure/small_statue, philipsruins:has_structure/field_stone_ruins_rocks_biomes, rottencreatures:can_undead_miner_spawn_on, minecraft:has_structure/portal_deepslate, wabi_sabi_structures:has_structure/vigilante_fort, spectrum:colored_trees_generating_in, formationsoverworld:has_structure/tiny_house, spectrum:has_structure/preservation_ruins, formationsoverworld:has_structure/fountain, nova_structures:collections/giant_taigas, wabi_sabi_structures:has_structure/totem_pole"
49,"minecraft:old_growth_spruce_taiga","mvs:has_structure/large_warped_tower, forsaken:has_structure/homes/spruce, nova_structures:collections/giant_taigas, formationsoverworld:has_structure/well, betterstrongholds:has_structure/better_stronghold, formationsoverworld:has_structure/stone_ore_spikes, formationsoverworld:has_structure/copper_spire, mostructures:collections/giant_taigas, c:tree_coniferous, formationsoverworld:has_structure/meteor, naturalist:has_bluejay, formationsoverworld:has_structure/small_house, formationsoverworld:has_structure/log_shelter, philipsruins:has_structure/field_stone_ruins_rocks_biomes, formationsoverworld:has_structure/tiny_house, wabi_sabi_structures:has_structure/rot_tree, nova_structures:collection/stronghold_related_ruins_biomes, spectrum:has_structure/pedestal_ruins, wabi_sabi_structures:has_structure/bat_monolith, minecraft:has_structure/portal_deepslate, c:climate_cold, philipsruins:has_structure/bone_dungeon_biomes, supplementaries:has_way_signs, minecraft:has_structure/mineshaft, minecraft:has_structure/trail_ruins, c:is_old_growth, formationsoverworld:has_structure/witch_tower, mvs:has_structure/taiga_biomes, supplementaries:has_wild_flax, formationsoverworld:has_structure/fountain, formationsoverworld:has_structure/tower_remnant, c:is_cold/overworld, spectral_seas:no_amethyst, forsaken:has_structure/wells/rustic/spruce, nova_structures:collections/stronghold_related_ruins_biomes, c:is_rare, formationsoverworld:has_structure/small_statue, c:in_overworld, naturalist:has_bear, rottencreatures:can_undead_miner_spawn_on, minecraft:stronghold_biased_to, c:is_dense_vegetation, towns_and_towers:has_structure/village_old_growth_taiga_polish, wabi_sabi_structures:has_structure/wandering_trader_cart_temperate, towns_and_towers:has_structure/pillager_outpost_old_growth_taiga, philipsruins:has_structure/ancient_towers_biomes, c:is_overworld, spectrum:has_structure/preservation_ruins, formationsoverworld:has_structure/hobbit_hole, minecraft:is_overworld, c:is_dense_vegetation/overworld, c:taiga, formationsoverworld:has_structure/wagon, wabi_sabi_structures:has_structure/zen_chair_museum, nova_structures:collections/giant_trees, wabi_sabi_structures:has_structure/totem_pole, mvs:has_structure/overworld_biomes, mostructures:collections/giant_trees, nova_structures:collections/any_taiga, wabi_sabi_structures:has_structure/water_tower_spruce, c:is_dense, spectrum:colored_trees_generating_in, c:is_taiga, wabi_sabi_structures:has_structure/vigilante_fort, minecraft:has_structure/stronghold, minecraft:is_taiga, nova_structures:collections/illager_camps, c:is_tree/coniferous, philipsruins:has_structure/ancient_dungeon_biomes, philipsruins:has_structure/ancient_ruins_biomes, supplementaries:has_cave_urns, wabi_sabi_structures:has_structure/monster_egg, nova_structures:collections/overworld, nova_structures:illager_hideout, c:is_dense/overworld, philipsruins:has_structure/lost_soul_city_biomes, philipsruins:has_structure/pumpkin_ruins_biomes, c:is_cold"
50,"galosphere:pink_salt_caves","wabi_sabi_structures:has_structure/monster_egg, wabi_sabi_structures:has_structure/bat_monolith, minecraft:has_structure/mineshaft, galosphere:has_structure/pink_salt_shrine, spectral_seas:no_amethyst, minecraft:stronghold_biased_to, spectrum:has_structure/pedestal_ruins, minecraft:has_structure/portal_deepslate"
51,"minecraft:plains","formationsoverworld:has_structure/hobbit_hole, formationsoverworld:has_structure/farmland_field, naturalist:has_snake, nova_structures:collections/illager_camps, formationsoverworld:has_structure/tiny_house, forsaken:has_structure/homes/turf, philipsruins:has_structure/ancient_towers_biomes, c:is_temperate/overworld, formationsoverworld:has_structure/small_house, wabi_sabi_structures:has_structure/monster_egg, minecraft:has_structure/village_plains, c:is_temperate, naturalist:has_robin, philipsruins:has_structure/start_nether_ruin_biomes, minecraft:has_structure/portal_deepslate, forsaken:has_structure/wells/rustic/oak, philipsruins:has_structure/ancient_dungeon_biomes, nova_structures:collections/stronghold_related_ruins_biomes, spectrum:clover_generating_in, nova_structures:illager_hideout, spectrum:has_structure/preservation_ruins, mostructures:has_structure/villager_market, philipsruins:has_structure/level_two_ruins_biomes, wabi_sabi_structures:has_structure/old_stable, nova_structures:collection/stronghold_related_ruins_biomes, formationsoverworld:has_structure/well, minecraft:has_structure/mineshaft, forsaken:has_structure/wells/pump/cobble, nova_structures:has_structure/ruin_town, formationsoverworld:has_structure/stone_tower, forsaken:has_structure/wells/pit/cobble, formationsoverworld:has_structure/fountain, wabi_sabi_structures:has_structure/abandoned_small_castle, betterstrongholds:has_structure/better_stronghold, formationsoverworld:has_structure/copper_spire, formationsoverworld:has_structure/wagon, c:is_overworld, mostructures:has_structure/killer_bunny_castle, wabi_sabi_structures:has_structure/pumpkin_field, c:in_overworld, wabi_sabi_structures:has_structure/pumpkin_patch, nova_structures:collections/oak_structure_biomes, supplementaries:has_cave_urns, rottencreatures:can_undead_miner_spawn_on, wabi_sabi_structures:has_structure/water_tower_oak, mostructures:has_structure/barn_house, totw_reworked:has_structure/regular_tower, mostructures:has_structure/tavern, nova_structures:collections/overworld, spectrum:colored_trees_generating_in, minecraft:has_structure/stronghold, c:climate_temperate, formationsoverworld:has_structure/graveyard, formationsoverworld:has_structure/offering, minecraft:is_overworld, mvs:has_structure/overworld_biomes, mostructures:has_structure/pillager_factory, mostructures:has_structure/pillager_mines, minecraft:stronghold_biased_to, philipsruins:has_structure/ancient_crypt_biomes, philipsruins:has_structure/bone_dungeon_biomes, minecraft:has_structure/pillager_outpost, mostructures:has_structure/plains_abandoned_church, totw_reworked:has_structure/derelict_grass_tower, mostructures:has_structure/villager_tower, wabi_sabi_structures:has_structure/bat_monolith, mvs:has_structure/cathedral, formationsoverworld:has_structure/small_statue, mostructures:collections/plains, naturalist:has_snail, c:is_plains, wabi_sabi_structures:has_structure/wheat_patch, formationsoverworld:has_structure/stone_ore_spikes, naturalist:has_sparrow, forsaken:has_structure/wells/washhouse, spectral_seas:no_amethyst, philipsruins:has_structure/ancient_ruins_biomes, formationsoverworld:has_structure/tower_remnant, philipsruins:has_structure/field_stone_ruins_rocks_biomes, philipsruins:has_structure/lost_soul_city_biomes, supplementaries:has_wild_flax, nova_structures:collections/plains, spectrum:has_structure/pedestal_ruins, supplementaries:has_way_signs, c:plains"
52,"spectrum:razor_edge","minecraft:without_wandering_trader_spawns, spectrum:in_deeper_down, minecraft:without_zombie_sieges, minecraft:without_patrol_spawns, spectrum:has_structure/excavation_site, spectrum:has_structure/lizard_den_shalerite"
53,"minecraft:river","spectrum:has_structure/preservation_ruins, nova_structures:collections/illager_camps, nova_structures:collections/overworld, c:in_overworld, minecraft:water_on_map_outlines, minecraft:reduce_water_ambient_spawns, minecraft:is_overworld, supplementaries:has_cave_urns, wabi_sabi_structures:has_structure/monster_egg, rottencreatures:can_undead_miner_spawn_on, minecraft:has_structure/portal_deepslate, naturalist:has_bass, c:is_wet/overworld, spectral_seas:no_amethyst, c:river, nova_structures:illager_hideout, naturalist:has_snail, minecraft:is_river, naturalist:has_duck, c:is_wet, naturalist:has_coral_snake, wabi_sabi_structures:has_structure/bat_monolith, minecraft:required_ocean_monument_surrounding, spectrum:has_structure/pedestal_ruins, minecraft:has_structure/mineshaft, c:is_aquatic, c:aquatic, hybrid-aquatic:rivers, c:is_water, minecraft:plays_underwater_music, c:is_overworld, minecraft:more_frequent_drowned_spawns, supplementaries:has_way_signs, wabi_sabi_structures:has_structure/river_boat, c:is_river, c:climate_wet, philipsruins:has_structure/ancient_dungeon_biomes, supplementaries:has_wild_flax"
54,"minecraft:rocky_beach","mostructures:has_structure/lighthouse, minecraft:is_overworld, nova_structures:illager_hideout, mostructures:has_structure/the_castle_in_the_sky, nova_structures:collections/illager_camps, mostructures:has_structure/air_balloon, supplementaries:has_cave_urns, rottencreatures:can_undead_miner_spawn_on, naturalist:has_coral_snake, minecraft:is_beach, rottencreatures:can_dead_beard_spawn_on, c:beach, wabi_sabi_structures:has_structure/monster_egg, supplementaries:has_wild_flax, nova_structures:collections/overworld, mostructures:has_structure/moai, minecraft:has_structure/buried_treasure, mvs:has_structure/beach_biomes, supplementaries:has_way_signs, minecraft:has_structure/portal_deepslate, mostructures:collections/beaches, c:is_overworld, hybrid-aquatic:bottle_spawn_biomes, philipsruins:has_structure/ancient_dungeon_biomes, spectral_seas:no_amethyst, c:in_overworld, spectrum:has_structure/preservation_ruins, c:is_beach, minecraft:has_structure/shipwreck_beached, spectral_seas:is_overworld, minecraft:has_structure/mineshaft, wabi_sabi_structures:has_structure/bat_monolith, nova_structures:collections/beaches, spectrum:has_structure/pedestal_ruins"
55,"minecraft:savanna","minecraft:spawns_warm_variant_frogs, nova_structures:collections/savannas, nova_structures:illager_hideout, philipsruins:has_structure/ancient_ruins_biomes, supplementaries:has_cave_urns, forsaken:has_structure/wells/pump/mud, naturalist:has_finch, c:is_sparse_vegetation/overworld, naturalist:has_vulture, totw_reworked:has_structure/regular_tower, supplementaries:has_wild_flax, formationsoverworld:has_structure/fountain, spectrum:colored_trees_generating_in, betterstrongholds:has_structure/better_stronghold, naturalist:has_elephant, formationsoverworld:has_structure/copper_spire, forsaken:has_structure/wells/pit/mud, spectral_seas:no_amethyst, spectrum:has_structure/preservation_ruins, wabi_sabi_structures:has_structure/hide_tannery_oak, philipsruins:has_structure/field_stone_ruins_rocks_biomes, mvs:has_structure/acacia_biomes, minecraft:is_savanna, wabi_sabi_structures:has_structure/bat_monolith, mostructures:has_structure/barn_house, philipsruins:has_structure/lost_soul_city_biomes, c:is_dry, c:is_hot/overworld, formationsoverworld:has_structure/mesoamerican_temple, spectrum:has_structure/pedestal_ruins, c:is_tree/savanna, mostructures:has_structure/savanna_abandoned_church, c:climate_dry, mostructures:collections/savannas, c:is_sparse, wabi_sabi_structures:has_structure/pumpkin_patch, minecraft:stronghold_biased_to, philipsruins:has_structure/ancient_crypt_biomes, c:is_savanna, formationsoverworld:has_structure/small_house, c:is_sparse_vegetation, mostructures:has_structure/savanna_villager_tower, formationsoverworld:has_structure/stone_tower, c:is_sparse/overworld, forsaken:has_structure/homes/mud, c:tree_savanna, wabi_sabi_structures:has_structure/zen_chair_museum, philipsruins:has_structure/ancient_dungeon_biomes, c:vegetation_sparse, mvs:has_structure/overworld_biomes, c:in_overworld, mostructures:has_structure/villager_market, wabi_sabi_structures:has_structure/badlands_dwelling, totw_reworked:has_structure/derelict_grass_tower, minecraft:has_structure/mineshaft, formationsoverworld:has_structure/small_statue, naturalist:has_cardinal, naturalist:has_hippo, formationsoverworld:has_structure/campsite, wabi_sabi_structures:has_structure/water_tower_savanna, c:is_hot, minecraft:snow_golem_melts, formationsoverworld:has_structure/wagon, mostructures:has_structure/killer_bunny_castle, minecraft:is_overworld, nova_structures:collections/illager_camps, wabi_sabi_structures:has_structure/pumpkin_field, wabi_sabi_structures:has_structure/old_stable, formationsoverworld:has_structure/tiny_house, c:climate_hot, formationsoverworld:has_structure/tower_remnant, rottencreatures:can_undead_miner_spawn_on, endermanoverhaul:cave_spawns, c:is_dry/overworld, wabi_sabi_structures:has_structure/monster_egg, naturalist:has_snail, naturalist:has_boar, nova_structures:collections/overworld, naturalist:has_giraffe, wabi_sabi_structures:has_structure/wheat_patch, supplementaries:has_way_signs, minecraft:has_structure/stronghold, formationsoverworld:has_structure/small_temple, minecraft:has_structure/portal_deepslate, formationsoverworld:has_structure/large_temple, c:is_overworld, minecraft:has_structure/village_savanna, endermanoverhaul:all_spawns, endermanoverhaul:savanna_spawns, philipsruins:has_structure/bone_dungeon_biomes, c:savanna, philipsruins:has_structure/ancient_towers_biomes, formationsoverworld:has_structure/well, naturalist:has_rattlesnake, naturalist:has_zebra, formationsoverworld:has_structure/log_shelter, naturalist:has_rhino, philipsruins:has_structure/start_nether_ruin_biomes, naturalist:has_lion, towns_and_towers:has_structure/pillager_outpost_savanna, forsaken:has_structure/wells/mud, formationsoverworld:has_structure/hobbit_hole"
56,"minecraft:savanna_plateau","nova_structures:illager_hideout, formationsoverworld:has_structure/mesoamerican_temple, naturalist:has_hippo, naturalist:has_rhino, c:is_mountain, formationsoverworld:has_structure/well, betterstrongholds:has_structure/better_stronghold, mostructures:has_structure/savanna_villager_tower, formationsoverworld:has_structure/fountain, endermanoverhaul:all_spawns, naturalist:has_lion, naturalist:has_boar, c:climate_hot, philipsruins:has_structure/ancient_dungeon_biomes, naturalist:has_finch, formationsoverworld:has_structure/tiny_house, minecraft:has_structure/portal_deepslate, philipsruins:has_structure/bone_dungeon_biomes, forsaken:has_structure/wells/pit/mud, towns_and_towers:has_structure/pillager_outpost_savanna_plateau, naturalist:has_rattlesnake, formationsoverworld:has_structure/copper_spire, c:is_slope, minecraft:has_structure/stronghold, naturalist:has_zebra, naturalist:has_cardinal, philipsruins:has_structure/field_stone_ruins_rocks_biomes, minecraft:has_structure/mineshaft, philipsruins:has_structure/lost_soul_city_biomes, mostructures:has_structure/savanna_abandoned_church, wabi_sabi_structures:has_structure/water_tower_savanna, formationsoverworld:has_structure/small_temple, c:is_tree/savanna, mostructures:collections/savannas, nova_structures:collections/illager_camps, c:tree_savanna, endermanoverhaul:cave_spawns, c:is_sparse, forsaken:has_structure/homes/mud, forsaken:has_structure/wells/pump/mud, minecraft:snow_golem_melts, towns_and_towers:has_structure/village_savanna_plateau_ramshackled, c:is_savanna, mostructures:has_structure/barn_house, minecraft:stronghold_biased_to, c:is_hot/overworld, forsaken:has_structure/wells/mud, formationsoverworld:has_structure/small_house, formationsoverworld:has_structure/stone_tower, supplementaries:has_wild_flax, spectrum:has_structure/pedestal_ruins, minecraft:spawns_warm_variant_frogs, nova_structures:collections/overworld, c:is_rare, nova_structures:collections/savannas, spectrum:colored_trees_generating_in, c:in_overworld, spectral_seas:no_amethyst, c:is_overworld, c:is_sparse/overworld, formationsoverworld:has_structure/campsite, formationsoverworld:has_structure/wagon, c:is_dry, mostructures:has_structure/killer_bunny_castle, naturalist:has_giraffe, minecraft:is_savanna, endermanoverhaul:savanna_spawns, formationsoverworld:has_structure/tower_remnant, wabi_sabi_structures:has_structure/monster_egg, c:is_sparse_vegetation, c:savanna, formationsoverworld:has_structure/hobbit_hole, supplementaries:has_way_signs, formationsoverworld:has_structure/large_temple, rottencreatures:can_undead_miner_spawn_on, naturalist:has_vulture, wabi_sabi_structures:has_structure/bat_monolith, formationsoverworld:has_structure/small_statue, c:is_hot, philipsruins:has_structure/start_nether_ruin_biomes, c:is_sparse_vegetation/overworld, naturalist:has_elephant, wabi_sabi_structures:has_structure/llama_sanctuary_plateau, mostructures:has_structure/villager_market, minecraft:is_overworld, spectrum:has_structure/preservation_ruins, supplementaries:has_cave_urns, c:is_plateau, c:vegetation_sparse, formationsoverworld:has_structure/log_shelter, c:is_dry/overworld, c:climate_dry, naturalist:has_snail"
