"Mod name","Registry name","Hardness","Resistance"
"Minecraft","minecraft:white_wool",0.80,0.80
"Minecraft","minecraft:wither_rose",0.00,0.00
"Minecraft","minecraft:wither_skeleton_skull",1.00,1.00
"Minecraft","minecraft:wither_skeleton_wall_skull",1.00,1.00
"Minecraft","minecraft:yellow_banner",1.00,1.00
"Minecraft","minecraft:yellow_bed",0.20,0.20
"Minecraft","minecraft:yellow_candle",0.10,0.10
"Minecraft","minecraft:yellow_candle_cake",0.50,0.50
"Minecraft","minecraft:yellow_carpet",0.10,0.10
"Minecraft","minecraft:yellow_concrete",1.80,1.80
"Minecraft","minecraft:yellow_concrete_powder",0.50,0.50
"Minecraft","minecraft:yellow_glazed_terracotta",1.40,1.40
"Minecraft","minecraft:yellow_shulker_box",2.00,2.00
"Minecraft","minecraft:yellow_stained_glass",0.30,0.30
"Minecraft","minecraft:yellow_stained_glass_pane",0.30,0.30
"Minecraft","minecraft:yellow_terracotta",1.25,4.20
"Minecraft","minecraft:yellow_wall_banner",1.00,1.00
"Minecraft","minecraft:yellow_wool",0.80,0.80
"Minecraft","minecraft:zombie_head",1.00,1.00
"Minecraft","minecraft:zombie_wall_head",1.00,1.00
"Spectrum","spectrum:abyssal_vines",2.00,2.00
"Spectrum","spectrum:allay_head",1.00,1.00
"Spectrum","spectrum:allay_wall_head",1.00,1.00
"Spectrum","spectrum:aloe",1.00,1.00
"Spectrum","spectrum:amaranth",0.00,0.00
"Spectrum","spectrum:amaranth_bushel",0.00,0.00
"Spectrum","spectrum:amethyst_basalt_lamp",2.00,5.00
"Spectrum","spectrum:amethyst_calcite_lamp",2.00,5.00
"Spectrum","spectrum:amethyst_chime",1.00,1.50
"Spectrum","spectrum:amethyst_chiseled_basalt",2.00,5.00
"Spectrum","spectrum:amethyst_chiseled_calcite",2.00,5.00
"Spectrum","spectrum:amethyst_decostone",1.50,1.50
"Spectrum","spectrum:amethyst_glass",0.30,0.30
"Spectrum","spectrum:amethyst_glass_pane",0.30,0.30
"Spectrum","spectrum:amethyst_ore",3.00,3.00
"Spectrum","spectrum:amethyst_powder_block",0.50,0.50
"Spectrum","spectrum:amethyst_semi_permeable_glass",0.30,0.30
"Spectrum","spectrum:amethyst_storage_block",5.00,6.00
"Spectrum","spectrum:amethyst_sugar_stick",0.50,1.50
"Spectrum","spectrum:ancient_chiseled_polished_blackslag",5.00,7.00
"Spectrum","spectrum:andesite_shimmerstone_light",1.00,1.00
"Spectrum","spectrum:apricotti",0.00,0.00
"Spectrum","spectrum:ash",2.00,2.00
"Spectrum","spectrum:ash_pile",2.00,2.00
"Spectrum","spectrum:ashen_blackslag",5.00,7.00
"Spectrum","spectrum:attached_glistering_melon_stem",0.00,0.00
"Spectrum","spectrum:axolotl_blue_head",1.00,1.00
"Spectrum","spectrum:axolotl_blue_wall_head",1.00,1.00
"Spectrum","spectrum:axolotl_cyan_head",1.00,1.00
"Spectrum","spectrum:axolotl_cyan_wall_head",1.00,1.00
"Spectrum","spectrum:axolotl_gold_head",1.00,1.00
"Spectrum","spectrum:axolotl_gold_wall_head",1.00,1.00
"Spectrum","spectrum:axolotl_idol",3.00,3.00
"Spectrum","spectrum:axolotl_leucistic_head",1.00,1.00
"Spectrum","spectrum:axolotl_leucistic_wall_head",1.00,1.00
"Spectrum","spectrum:axolotl_wild_head",1.00,1.00
"Spectrum","spectrum:axolotl_wild_wall_head",1.00,1.00
"Spectrum","spectrum:azurite_block",3.00,3.00
"Spectrum","spectrum:azurite_cluster",1.50,1.50
"Spectrum","spectrum:azurite_ore",3.00,3.00
"Spectrum","spectrum:basal_marble",8.00,8.00
"Spectrum","spectrum:basal_marble_brick_slab",8.00,8.00
"Spectrum","spectrum:basal_marble_brick_stairs",8.00,8.00
"Spectrum","spectrum:basal_marble_brick_wall",8.00,8.00
"Spectrum","spectrum:basal_marble_bricks",8.00,8.00
"Spectrum","spectrum:basal_marble_pillar",8.00,8.00
"Spectrum","spectrum:basal_marble_slab",8.00,8.00
"Spectrum","spectrum:basal_marble_stairs",8.00,8.00
"Spectrum","spectrum:basal_marble_tile_slab",8.00,8.00
"Spectrum","spectrum:basal_marble_tile_stairs",8.00,8.00
"Spectrum","spectrum:basal_marble_tile_wall",8.00,8.00
"Spectrum","spectrum:basal_marble_tiles",8.00,8.00
"Spectrum","spectrum:basal_marble_wall",8.00,8.00
"Spectrum","spectrum:basalt_brick_slab",2.00,5.00
"Spectrum","spectrum:basalt_brick_stairs",2.00,5.00
"Spectrum","spectrum:basalt_brick_wall",2.00,5.00
"Spectrum","spectrum:basalt_bricks",2.00,5.00
"Spectrum","spectrum:basalt_shimmerstone_light",1.00,1.00
"Spectrum","spectrum:basalt_tile_slab",2.00,5.00
"Spectrum","spectrum:basalt_tile_stairs",2.00,5.00
"Spectrum","spectrum:basalt_tile_wall",2.00,5.00
"Spectrum","spectrum:basalt_tiles",2.00,5.00
"Spectrum","spectrum:bat_head",1.00,1.00
"Spectrum","spectrum:bat_idol",3.00,3.00
"Spectrum","spectrum:bat_wall_head",1.00,1.00
"Spectrum","spectrum:bedrock_anvil",8.00,8.00
"Spectrum","spectrum:bedrock_storage_block",100.00,3600.00
"Spectrum","spectrum:bee_head",1.00,1.00
"Spectrum","spectrum:bee_idol",3.00,3.00
"Spectrum","spectrum:bee_wall_head",1.00,1.00
"Spectrum","spectrum:bismuth_block",1.50,1.50
"Spectrum","spectrum:bismuth_cluster",1.50,1.50
"Spectrum","spectrum:black_block",1.00,1.00
"Spectrum","spectrum:black_button",0.50,0.50
"Spectrum","spectrum:black_chiseled_preservation_stone",-1.00,3600000.00
"Spectrum","spectrum:black_fence",2.00,3.00
"Spectrum","spectrum:black_fence_gate",2.00,3.00
"Spectrum","spectrum:black_glowblock",2.50,2.50
"Spectrum","spectrum:black_hole_chest",4.00,4.00
"Spectrum","spectrum:black_lamp",0.30,0.30
"Spectrum","spectrum:black_leaves",0.20,0.20
"Spectrum","spectrum:black_log",2.00,2.00
"Spectrum","spectrum:black_materia",0.00,0.00
"Spectrum","spectrum:black_planks",2.00,3.00
"Spectrum","spectrum:black_pressure_plate",0.50,0.50
"Spectrum","spectrum:black_sapling",0.00,0.00
"Spectrum","spectrum:black_slab",2.00,3.00
"Spectrum","spectrum:black_sludge",0.50,0.50
"Spectrum","spectrum:black_spirit_sallow_vines_body",0.00,0.00
"Spectrum","spectrum:black_spirit_sallow_vines_head",0.00,0.00
"Spectrum","spectrum:black_spore_blossom",0.00,0.00
"Spectrum","spectrum:black_stairs",2.00,3.00
"Spectrum","spectrum:black_wood",2.00,2.00
"Spectrum","spectrum:blackslag",5.00,7.00
"Spectrum","spectrum:blackslag_amethyst_ore",7.50,14.00
"Spectrum","spectrum:blackslag_azurite_ore",7.50,14.00
"Spectrum","spectrum:blackslag_brick_slab",5.00,7.00
"Spectrum","spectrum:blackslag_brick_stairs",5.00,7.00
"Spectrum","spectrum:blackslag_brick_wall",5.00,7.00
"Spectrum","spectrum:blackslag_bricks",5.00,7.00
"Spectrum","spectrum:blackslag_citrine_ore",7.50,14.00
"Spectrum","spectrum:blackslag_coal_ore",7.50,14.00
"Spectrum","spectrum:blackslag_copper_ore",7.50,14.00
"Spectrum","spectrum:blackslag_diamond_ore",7.50,14.00
"Spectrum","spectrum:blackslag_emerald_ore",7.50,14.00
"Spectrum","spectrum:blackslag_gold_ore",7.50,14.00
"Spectrum","spectrum:blackslag_iron_ore",7.50,14.00
"Spectrum","spectrum:blackslag_lapis_ore",7.50,14.00
"Spectrum","spectrum:blackslag_malachite_ore",7.50,14.00
"Spectrum","spectrum:blackslag_moonstone_ore",7.50,14.00
"Spectrum","spectrum:blackslag_onyx_ore",7.50,14.00
"Spectrum","spectrum:blackslag_redstone_ore",7.50,14.00
"Spectrum","spectrum:blackslag_shimmerstone_light",1.00,1.00
"Spectrum","spectrum:blackslag_shimmerstone_ore",7.50,14.00
"Spectrum","spectrum:blackslag_slab",5.00,7.00
"Spectrum","spectrum:blackslag_stairs",5.00,7.00
"Spectrum","spectrum:blackslag_tile_slab",5.00,7.00
"Spectrum","spectrum:blackslag_tile_stairs",5.00,7.00
"Spectrum","spectrum:blackslag_tile_wall",5.00,7.00
"Spectrum","spectrum:blackslag_tiles",5.00,7.00
"Spectrum","spectrum:blackslag_topaz_ore",7.50,14.00
"Spectrum","spectrum:blackslag_wall",5.00,7.00
"Spectrum","spectrum:blaze_head",1.00,1.00
"Spectrum","spectrum:blaze_idol",3.00,3.00
"Spectrum","spectrum:blaze_wall_head",1.00,1.00
"Spectrum","spectrum:blazing_crystal",0.30,0.30
"Spectrum","spectrum:block_breaker",3.50,3.50
"Spectrum","spectrum:block_detector",3.50,3.50
"Spectrum","spectrum:block_flooder",0.00,0.00
"Spectrum","spectrum:block_placer",3.50,3.50
"Spectrum","spectrum:blood_orchid",0.00,0.00
"Spectrum","spectrum:bloodstone_block",1.50,1.50
"Spectrum","spectrum:bloodstone_cluster",1.50,1.50
"Spectrum","spectrum:blue_block",1.00,1.00
"Spectrum","spectrum:blue_button",0.50,0.50
"Spectrum","spectrum:blue_chiseled_preservation_stone",-1.00,3600000.00
"Spectrum","spectrum:blue_fence",2.00,3.00
"Spectrum","spectrum:blue_fence_gate",2.00,3.00
"Spectrum","spectrum:blue_glowblock",2.50,2.50
"Spectrum","spectrum:blue_lamp",0.30,0.30
"Spectrum","spectrum:blue_leaves",0.20,0.20
"Spectrum","spectrum:blue_log",2.00,2.00
"Spectrum","spectrum:blue_planks",2.00,3.00
"Spectrum","spectrum:blue_pressure_plate",0.50,0.50
"Spectrum","spectrum:blue_sapling",0.00,0.00
"Spectrum","spectrum:blue_slab",2.00,3.00
"Spectrum","spectrum:blue_spore_blossom",0.00,0.00
"Spectrum","spectrum:blue_stairs",2.00,3.00
"Spectrum","spectrum:blue_wood",2.00,2.00
"Spectrum","spectrum:bone_ash_brick_slab",1500.00,1200.00
"Spectrum","spectrum:bone_ash_brick_stairs",1500.00,1200.00
"Spectrum","spectrum:bone_ash_brick_wall",1500.00,1200.00
"Spectrum","spectrum:bone_ash_bricks",1500.00,1200.00
"Spectrum","spectrum:bone_ash_shingles",1500.00,1200.00
"Spectrum","spectrum:bone_ash_tile_slab",1500.00,1200.00
"Spectrum","spectrum:bone_ash_tile_stairs",1500.00,1200.00
"Spectrum","spectrum:bone_ash_tile_wall",1500.00,1200.00
"Spectrum","spectrum:bone_ash_tiles",1500.00,1200.00
"Spectrum","spectrum:bottomless_bundle",1.00,1.00
"Spectrum","spectrum:bristle_sprouts",0.00,0.00
"Spectrum","spectrum:brown_block",1.00,1.00
"Spectrum","spectrum:brown_button",0.50,0.50
"Spectrum","spectrum:brown_chiseled_preservation_stone",-1.00,3600000.00
"Spectrum","spectrum:brown_fence",2.00,3.00
"Spectrum","spectrum:brown_fence_gate",2.00,3.00
"Spectrum","spectrum:brown_glowblock",2.50,2.50
"Spectrum","spectrum:brown_lamp",0.30,0.30
"Spectrum","spectrum:brown_leaves",0.20,0.20
"Spectrum","spectrum:brown_log",2.00,2.00
"Spectrum","spectrum:brown_planks",2.00,3.00
"Spectrum","spectrum:brown_pressure_plate",0.50,0.50
"Spectrum","spectrum:brown_sapling",0.00,0.00
"Spectrum","spectrum:brown_slab",2.00,3.00
"Spectrum","spectrum:brown_spore_blossom",0.00,0.00
"Spectrum","spectrum:brown_stairs",2.00,3.00
"Spectrum","spectrum:brown_wood",2.00,2.00
"Spectrum","spectrum:budding_citrine",1.50,1.50
"Spectrum","spectrum:budding_moonstone",1.50,1.50
"Spectrum","spectrum:budding_onyx",1.50,1.50
"Spectrum","spectrum:budding_topaz",1.50,1.50
"Spectrum","spectrum:buffer_node",1.50,1.50
"Spectrum","spectrum:calcite_brick_slab",2.00,5.00
"Spectrum","spectrum:calcite_brick_stairs",2.00,5.00
"Spectrum","spectrum:calcite_brick_wall",2.00,5.00
"Spectrum","spectrum:calcite_bricks",2.00,5.00
"Spectrum","spectrum:calcite_shimmerstone_light",1.00,1.00
"Spectrum","spectrum:calcite_slab",0.75,0.75
"Spectrum","spectrum:calcite_stairs",0.75,0.75
"Spectrum","spectrum:calcite_tile_slab",2.00,5.00
"Spectrum","spectrum:calcite_tile_stairs",2.00,5.00
"Spectrum","spectrum:calcite_tile_wall",2.00,5.00
"Spectrum","spectrum:calcite_tiles",2.00,5.00
"Spectrum","spectrum:calcite_wall",0.75,0.75
"Spectrum","spectrum:camel_head",1.00,1.00
"Spectrum","spectrum:camel_wall_head",1.00,1.00
"Spectrum","spectrum:cat_head",1.00,1.00
"Spectrum","spectrum:cat_idol",3.00,3.00
"Spectrum","spectrum:cat_wall_head",1.00,1.00
"Spectrum","spectrum:cave_spider_head",1.00,1.00
"Spectrum","spectrum:cave_spider_wall_head",1.00,1.00
"Spectrum","spectrum:chestnut_noxcap_block",4.00,4.00
"Spectrum","spectrum:chestnut_noxcap_gills",4.00,4.00
"Spectrum","spectrum:chestnut_noxcap_hyphae",4.00,4.00
"Spectrum","spectrum:chestnut_noxcap_stem",4.00,4.00
"Spectrum","spectrum:chestnut_noxshroom",0.00,0.00
"Spectrum","spectrum:chestnut_noxwood_amphora",4.00,4.00
"Spectrum","spectrum:chestnut_noxwood_beam",4.00,4.00
"Spectrum","spectrum:chestnut_noxwood_button",4.00,4.00
"Spectrum","spectrum:chestnut_noxwood_door",4.00,4.00
"Spectrum","spectrum:chestnut_noxwood_fence",4.00,4.00
"Spectrum","spectrum:chestnut_noxwood_fence_gate",4.00,4.00
"Spectrum","spectrum:chestnut_noxwood_lamp",3.50,3.50
"Spectrum","spectrum:chestnut_noxwood_lantern",4.00,4.00
"Spectrum","spectrum:chestnut_noxwood_light",4.00,4.00
"Spectrum","spectrum:chestnut_noxwood_planks",4.00,4.00
"Spectrum","spectrum:chestnut_noxwood_pressure_plate",4.00,4.00
"Spectrum","spectrum:chestnut_noxwood_slab",4.00,4.00
"Spectrum","spectrum:chestnut_noxwood_stairs",4.00,4.00
"Spectrum","spectrum:chestnut_noxwood_trapdoor",4.00,4.00
"Spectrum","spectrum:chicken_head",1.00,1.00
"Spectrum","spectrum:chicken_idol",3.00,3.00
"Spectrum","spectrum:chicken_wall_head",1.00,1.00
"Spectrum","spectrum:chiseled_polished_basalt",2.00,5.00
"Spectrum","spectrum:chiseled_polished_blackslag",5.00,7.00
"Spectrum","spectrum:chiseled_polished_calcite",2.00,5.00
"Spectrum","spectrum:cinderhearth",5.00,8.00
"Spectrum","spectrum:citrine_basalt_lamp",2.00,5.00
"Spectrum","spectrum:citrine_block",1.50,1.50
"Spectrum","spectrum:citrine_calcite_lamp",2.00,5.00
"Spectrum","spectrum:citrine_chime",1.00,1.50
"Spectrum","spectrum:citrine_chiseled_basalt",2.00,5.00
"Spectrum","spectrum:citrine_chiseled_calcite",2.00,5.00
"Spectrum","spectrum:citrine_cluster",1.50,1.50
"Spectrum","spectrum:citrine_decostone",1.50,1.50
"Spectrum","spectrum:citrine_glass",0.30,0.30
"Spectrum","spectrum:citrine_glass_pane",0.30,0.30
"Spectrum","spectrum:citrine_ore",3.00,3.00
"Spectrum","spectrum:citrine_powder_block",0.50,0.50
"Spectrum","spectrum:citrine_semi_permeable_glass",0.30,0.30
"Spectrum","spectrum:citrine_storage_block",5.00,6.00
"Spectrum","spectrum:citrine_sugar_stick",0.50,1.50
"Spectrum","spectrum:clover",0.00,0.00
"Spectrum","spectrum:coal_cluster",1.50,1.50
"Spectrum","spectrum:cobbled_blackslag",5.00,7.00
"Spectrum","spectrum:cobbled_blackslag_slab",5.00,7.00
"Spectrum","spectrum:cobbled_blackslag_stairs",5.00,7.00
"Spectrum","spectrum:cobbled_blackslag_wall",5.00,7.00
"Spectrum","spectrum:color_picker",5.00,8.00
"Spectrum","spectrum:colorful_shooting_star",1.50,6.00
"Spectrum","spectrum:compacting_chest",4.00,4.00
"Spectrum","spectrum:connection_node",1.50,1.50
"Spectrum","spectrum:copper_cluster",1.50,1.50
"Spectrum","spectrum:courier_statue",-1.00,3600000.00
"Spectrum","spectrum:cow_head",1.00,1.00
"Spectrum","spectrum:cow_idol",3.00,3.00
"Spectrum","spectrum:cow_wall_head",1.00,1.00
"Spectrum","spectrum:cracked_basalt_bricks",2.00,5.00
"Spectrum","spectrum:cracked_basalt_tiles",2.00,5.00
"Spectrum","spectrum:cracked_blackslag_bricks",5.00,7.00
"Spectrum","spectrum:cracked_blackslag_tiles",5.00,7.00
"Spectrum","spectrum:cracked_calcite_bricks",2.00,5.00
"Spectrum","spectrum:cracked_calcite_tiles",2.00,5.00
"Spectrum","spectrum:cracked_dragonbone",100.00,1200.00
"Spectrum","spectrum:cracked_end_portal_frame",-1.00,3600000.00
"Spectrum","spectrum:creative_particle_spawner",-1.00,3600000.75
"Spectrum","spectrum:creeper_idol",3.00,3.00
"Spectrum","spectrum:crystal_apothecary",5.00,8.00
"Spectrum","spectrum:crystallarieum",5.00,8.00
"Spectrum","spectrum:cyan_block",1.00,1.00
"Spectrum","spectrum:cyan_button",0.50,0.50
"Spectrum","spectrum:cyan_chiseled_preservation_stone",-1.00,3600000.00
"Spectrum","spectrum:cyan_fence",2.00,3.00
"Spectrum","spectrum:cyan_fence_gate",2.00,3.00
"Spectrum","spectrum:cyan_glowblock",2.50,2.50
"Spectrum","spectrum:cyan_lamp",0.30,0.30
"Spectrum","spectrum:cyan_leaves",0.20,0.20
"Spectrum","spectrum:cyan_log",2.00,2.00
"Spectrum","spectrum:cyan_planks",2.00,3.00
"Spectrum","spectrum:cyan_pressure_plate",0.50,0.50
"Spectrum","spectrum:cyan_sapling",0.00,0.00
"Spectrum","spectrum:cyan_slab",2.00,3.00
"Spectrum","spectrum:cyan_spirit_sallow_vines_body",0.00,0.00
"Spectrum","spectrum:cyan_spirit_sallow_vines_head",0.00,0.00
"Spectrum","spectrum:cyan_spore_blossom",0.00,0.00
"Spectrum","spectrum:cyan_stairs",2.00,3.00
"Spectrum","spectrum:cyan_wood",2.00,2.00
"Spectrum","spectrum:decay_away",0.50,0.50
"Spectrum","spectrum:decaying_light",0.00,0.00
"Spectrum","spectrum:deep_light_chiseled_preservation_stone",-1.00,3600000.00
"Spectrum","spectrum:deeper_down_portal",-1.00,3600000.00
"Spectrum","spectrum:deepslate_amethyst_ore",4.50,3.00
"Spectrum","spectrum:deepslate_azurite_ore",4.50,3.00
"Spectrum","spectrum:deepslate_citrine_ore",4.50,3.00
"Spectrum","spectrum:deepslate_malachite_ore",4.50,3.00
"Spectrum","spectrum:deepslate_moonstone_ore",4.50,3.00
"Spectrum","spectrum:deepslate_onyx_ore",4.50,3.00
"Spectrum","spectrum:deepslate_shimmerstone_light",1.00,1.00
"Spectrum","spectrum:deepslate_shimmerstone_ore",4.50,3.00
"Spectrum","spectrum:deepslate_topaz_ore",4.50,3.00
"Spectrum","spectrum:diamond_cluster",1.50,1.50
"Spectrum","spectrum:dike_chiseled_preservation_stone",-1.00,3600000.00
"Spectrum","spectrum:dike_gate",-1.00,3600000.00
"Spectrum","spectrum:dike_gate_fountain",-1.00,3600000.00
"Spectrum","spectrum:diorite_shimmerstone_light",1.00,1.00
"Spectrum","spectrum:dolphin_head",1.00,1.00
"Spectrum","spectrum:dolphin_wall_head",1.00,1.00
"Spectrum","spectrum:donkey_head",1.00,1.00
"Spectrum","spectrum:donkey_wall_head",1.00,1.00
"Spectrum","spectrum:doombloom",0.00,0.00
"Spectrum","spectrum:downstone",-1.00,3600000.00
"Spectrum","spectrum:dragonbone",-1.00,22.00
"Spectrum","spectrum:dragonrot",100.00,100.00
"Spectrum","spectrum:dream_chiseled_preservation_stone",-1.00,3600000.00
"Spectrum","spectrum:dream_gate",-1.00,3600000.00
"Spectrum","spectrum:drowned_head",1.00,1.00
"Spectrum","spectrum:drowned_wall_head",1.00,1.00
"Spectrum","spectrum:ebony_noxcap_block",4.00,4.00
"Spectrum","spectrum:ebony_noxcap_gills",4.00,4.00
"Spectrum","spectrum:ebony_noxcap_hyphae",4.00,4.00
"Spectrum","spectrum:ebony_noxcap_stem",4.00,4.00
"Spectrum","spectrum:ebony_noxshroom",0.00,0.00
"Spectrum","spectrum:ebony_noxwood_amphora",4.00,4.00
"Spectrum","spectrum:ebony_noxwood_beam",4.00,4.00
"Spectrum","spectrum:ebony_noxwood_button",4.00,4.00
"Spectrum","spectrum:ebony_noxwood_door",4.00,4.00
"Spectrum","spectrum:ebony_noxwood_fence",4.00,4.00
"Spectrum","spectrum:ebony_noxwood_fence_gate",4.00,4.00
"Spectrum","spectrum:ebony_noxwood_lamp",3.50,3.50
"Spectrum","spectrum:ebony_noxwood_lantern",4.00,4.00
"Spectrum","spectrum:ebony_noxwood_light",4.00,4.00
"Spectrum","spectrum:ebony_noxwood_planks",4.00,4.00
"Spectrum","spectrum:ebony_noxwood_pressure_plate",4.00,4.00
"Spectrum","spectrum:ebony_noxwood_slab",4.00,4.00
"Spectrum","spectrum:ebony_noxwood_stairs",4.00,4.00
"Spectrum","spectrum:ebony_noxwood_trapdoor",4.00,4.00
"Spectrum","spectrum:echo_cluster",1.50,1.50
"Spectrum","spectrum:effulgent_bed",0.20,0.20
"Spectrum","spectrum:effulgent_block",0.80,0.80
"Spectrum","spectrum:effulgent_carpet",0.10,0.10
"Spectrum","spectrum:effulgent_cushion",0.80,0.80
"Spectrum","spectrum:egg_laying_wooly_pig_head",1.00,1.00
"Spectrum","spectrum:egg_laying_wooly_pig_wall_head",1.00,1.00
"Spectrum","spectrum:elder_guardian_head",1.00,1.00
"Spectrum","spectrum:elder_guardian_wall_head",1.00,1.00
"Spectrum","spectrum:emerald_cluster",1.50,1.50
"Spectrum","spectrum:enchanter",5.00,8.00
"Spectrum","spectrum:ender_dragon_idol",3.00,3.00
"Spectrum","spectrum:ender_dropper",15.00,60.00
"Spectrum","spectrum:ender_glass",0.30,0.30
"Spectrum","spectrum:ender_hopper",15.00,60.00
"Spectrum","spectrum:enderman_head",1.00,1.00
"Spectrum","spectrum:enderman_idol",3.00,3.00
"Spectrum","spectrum:enderman_wall_head",1.00,1.00
"Spectrum","spectrum:endermite_head",1.00,1.00
"Spectrum","spectrum:endermite_idol",3.00,3.00
"Spectrum","spectrum:endermite_wall_head",1.00,1.00
"Spectrum","spectrum:entity_detector",0.20,0.20
"Spectrum","spectrum:eraser_head",1.00,1.00
"Spectrum","spectrum:eraser_wall_head",1.00,1.00
"Spectrum","spectrum:ethereal_platform",0.30,0.30
"Spectrum","spectrum:evoker_head",1.00,1.00
"Spectrum","spectrum:evoker_idol",3.00,3.00
"Spectrum","spectrum:evoker_wall_head",1.00,1.00
"Spectrum","spectrum:exposed_polished_shale_clay",5.00,7.00
"Spectrum","spectrum:exposed_polished_shale_clay_slab",5.00,7.00
"Spectrum","spectrum:exposed_polished_shale_clay_stairs",5.00,7.00
"Spectrum","spectrum:exposed_shale_clay_brick_slab",5.00,7.00
"Spectrum","spectrum:exposed_shale_clay_brick_stairs",5.00,7.00
"Spectrum","spectrum:exposed_shale_clay_bricks",5.00,7.00
"Spectrum","spectrum:exposed_shale_clay_tile_slab",5.00,7.00
"Spectrum","spectrum:exposed_shale_clay_tile_stairs",5.00,7.00
"Spectrum","spectrum:exposed_shale_clay_tiles",5.00,7.00
"Spectrum","spectrum:fading",0.50,0.50
"Spectrum","spectrum:failing",20.00,50.00
"Spectrum","spectrum:fiery_shooting_star",1.50,6.00
"Spectrum","spectrum:fish_idol",3.00,3.00
"Spectrum","spectrum:forfeiture",100.00,3600000.00
"Spectrum","spectrum:four_leaf_clover",0.00,0.00
"Spectrum","spectrum:fox_arctic_head",1.00,1.00
"Spectrum","spectrum:fox_arctic_wall_head",1.00,1.00
"Spectrum","spectrum:fox_head",1.00,1.00
"Spectrum","spectrum:fox_idol",3.00,3.00
"Spectrum","spectrum:fox_wall_head",1.00,1.00
"Spectrum","spectrum:frog_cold_head",1.00,1.00
"Spectrum","spectrum:frog_cold_wall_head",1.00,1.00
"Spectrum","spectrum:frog_temperate_head",1.00,1.00
"Spectrum","spectrum:frog_temperate_wall_head",1.00,1.00
"Spectrum","spectrum:frog_warm_head",1.00,1.00
"Spectrum","spectrum:frog_warm_wall_head",1.00,1.00
"Spectrum","spectrum:frostbite_crystal",0.30,0.30
"Spectrum","spectrum:fusion_shrine_basalt",5.00,8.00
"Spectrum","spectrum:fusion_shrine_calcite",5.00,8.00
"Spectrum","spectrum:gather_node",1.50,1.50
"Spectrum","spectrum:gemstone_shooting_star",1.50,6.00
"Spectrum","spectrum:ghast_head",1.00,1.00
"Spectrum","spectrum:ghast_idol",3.00,3.00
"Spectrum","spectrum:ghast_wall_head",1.00,1.00
"Spectrum","spectrum:giant_moss_ball",10.00,10.00
"Spectrum","spectrum:glistering_melon",1.00,1.00
"Spectrum","spectrum:glistering_melon_stem",0.00,0.00
"Spectrum","spectrum:glistering_shooting_star",1.50,6.00
"Spectrum","spectrum:glow_squid_head",1.00,1.00
"Spectrum","spectrum:glow_squid_idol",3.00,3.00
"Spectrum","spectrum:glow_squid_wall_head",1.00,1.00
"Spectrum","spectrum:glowstone_cluster",1.50,1.50
"Spectrum","spectrum:goat_head",1.00,1.00
"Spectrum","spectrum:goat_idol",3.00,3.00
"Spectrum","spectrum:goat_wall_head",1.00,1.00
"Spectrum","spectrum:gold_cluster",1.50,1.50
"Spectrum","spectrum:granite_shimmerstone_light",1.00,1.00
"Spectrum","spectrum:gray_block",1.00,1.00
"Spectrum","spectrum:gray_button",0.50,0.50
"Spectrum","spectrum:gray_chiseled_preservation_stone",-1.00,3600000.00
"Spectrum","spectrum:gray_fence",2.00,3.00
"Spectrum","spectrum:gray_fence_gate",2.00,3.00
"Spectrum","spectrum:gray_glowblock",2.50,2.50
"Spectrum","spectrum:gray_lamp",0.30,0.30
"Spectrum","spectrum:gray_leaves",0.20,0.20
"Spectrum","spectrum:gray_log",2.00,2.00
"Spectrum","spectrum:gray_planks",2.00,3.00
"Spectrum","spectrum:gray_pressure_plate",0.50,0.50
"Spectrum","spectrum:gray_sapling",0.00,0.00
"Spectrum","spectrum:gray_slab",2.00,3.00
"Spectrum","spectrum:gray_spore_blossom",0.00,0.00
"Spectrum","spectrum:gray_stairs",2.00,3.00
"Spectrum","spectrum:gray_wood",2.00,2.00
"Spectrum","spectrum:green_block",1.00,1.00
"Spectrum","spectrum:green_button",0.50,0.50
"Spectrum","spectrum:green_chiseled_preservation_stone",-1.00,3600000.00
"Spectrum","spectrum:green_fence",2.00,3.00
"Spectrum","spectrum:green_fence_gate",2.00,3.00
"Spectrum","spectrum:green_glowblock",2.50,2.50
"Spectrum","spectrum:green_lamp",0.30,0.30
"Spectrum","spectrum:green_leaves",0.20,0.20
"Spectrum","spectrum:green_log",2.00,2.00
"Spectrum","spectrum:green_planks",2.00,3.00
"Spectrum","spectrum:green_pressure_plate",0.50,0.50
"Spectrum","spectrum:green_sapling",0.00,0.00
"Spectrum","spectrum:green_slab",2.00,3.00
"Spectrum","spectrum:green_spore_blossom",0.00,0.00
"Spectrum","spectrum:green_stairs",2.00,3.00
"Spectrum","spectrum:green_wood",2.00,2.00
"Spectrum","spectrum:guardian_head",1.00,1.00
"Spectrum","spectrum:guardian_idol",3.00,3.00
"Spectrum","spectrum:guardian_wall_head",1.00,1.00
"Spectrum","spectrum:heartbound_chest",-1.00,3600000.00
"Spectrum","spectrum:hoglin_head",1.00,1.00
"Spectrum","spectrum:hoglin_wall_head",1.00,1.00
"Spectrum","spectrum:horse_head",1.00,1.00
"Spectrum","spectrum:horse_idol",3.00,3.00
"Spectrum","spectrum:horse_wall_head",1.00,1.00
"Spectrum","spectrum:hover_block",4.00,6.00
"Spectrum","spectrum:humming_bell",0.00,0.00
"Spectrum","spectrum:hummingstone",5.00,100.00
